width	place	age	end.date	sign	slope	pval
4	state	all	NA	-1	-208.157142857143	0.12588561794921
6	state	all	NA	-1	-101.591836734713	0.0956805359077977
8	state	all	NA	-1	-21.7414965986346	0.578765234050552
4	King	all	NA	-1	-84.3571428571429	0.071303163328125
6	King	all	NA	-1	-42.3510204081707	0.0604660592411933
8	King	all	NA	-1	-15.8469387755082	0.2538936657607
4	Snohomish	all	NA	-1	-23.8571428571429	0.0727658113272088
6	Snohomish	all	NA	-1	-11.8244897959202	0.0618601616167557
8	Snohomish	all	NA	-1	-3.29251700680214	0.422790479613827
4	Pierce	all	NA	-1	-38.9	0.337363565321237
6	Pierce	all	NA	-1	-14.873469387759	0.372554149865859
8	Pierce	all	NA	-1	-2.80612244897898	0.762116971176921
4	Ann Arbor	all	NA	-1	-16.3571428571429	0.00374310860347891
6	Ann Arbor	all	NA	-1	-31.795918367349	0.00762142971720584
8	Ann Arbor	all	NA	-1	-24.3129251700659	0.00304902338233294
4	Boston	all	NA	-1	-24.5714285714286	0.0067919885284098
6	Boston	all	NA	-1	-30.4571428571456	0.000504835601881501
8	Boston	all	NA	-1	-35.8656462585015	7.27630382162594e-06
4	San Diego	all	NA	1	5.1	0.899385650959888
6	San Diego	all	NA	-1	-17.6897959183671	0.339024802201727
8	San Diego	all	NA	-1	-23.2210884353726	0.04617576600643
4	DC	all	NA	-1	-13.4857142857143	0.0636652953378814
6	DC	all	NA	-1	-16.0530612244914	0.000747263482673034
8	DC	all	NA	-1	-14.1496598639447	1.75591680650632e-05
