width	place	age	end.date	sign	slope	pval
4	state	all	NA	1	0.571428571428572	0.487010823957423
6	state	all	NA	1	0.493877551020485	0.139133479356812
8	state	all	NA	1	0.413265306122404	0.0688035445184845
4	King	all	NA	1	0.214285714285714	0.622035526990773
6	King	all	NA	1	0.14285714285717	0.383885639852642
8	King	all	NA	1	0.0765306122448909	0.377920439522397
4	Snohomish	all	NA	1	0.142857142857143	0.402385695332803
6	Snohomish	all	NA	1	0.0653061224489967	0.359454258911991
8	Snohomish	all	NA	1	0.0748299319727807	0.143810604400788
4	Pierce	all	NA	-1	-0.0714285714285714	0.81033918954728
6	Pierce	all	NA	1	0.057142857142868	0.649405623833992
8	Pierce	all	NA	1	0.0272108843537367	0.683780835134962
4	Ann Arbor	all	NA	-1	-0.0571428571428572	0.6
6	Ann Arbor	all	NA	1	0.0857142857142889	0.208000000000044
8	Ann Arbor	all	NA	1	0.0697278911564597	0.0740881092118919
4	Boston	all	NA	-1	-0.142857142857143	0.552786404500042
6	Boston	all	NA	-1	-0.0204081632653054	0.839186706588638
8	Boston	all	NA	-1	-0.129251700680275	0.121834513627662
4	San Diego	all	NA	-1	-0.271428571428571	0.257608568093665
6	San Diego	all	NA	-1	-0.97959183673467	0.135435051361133
8	San Diego	all	NA	-1	-0.654761904761834	0.0905035880005241
4	DC	all	NA	1	0.0857142857142857	0.4
6	DC	all	NA	-1	-0.0979591836734483	0.482739485907248
8	DC	all	NA	-1	-0.151360544217682	0.0742451552091151
