width	place	age	end.date	sign	slope	pval
4	state	all	NA	1	0.185714285714285	0.872371019644808
6	state	all	NA	1	0.951020408163307	0.299330722830554
8	state	all	NA	1	0.719387755101995	0.144597143205278
10	state	all	NA	1	0.341991341991341	0.284234941758277
12	state	all	NA	-1	-0.160839160839142	0.575214180940747
4	King	all	NA	-1	-0.0571428571428571	0.683772233983162
6	King	all	NA	1	0.261224489795937	0.337501856540288
8	King	all	NA	1	0.205782312925158	0.160258629097797
10	King	all	NA	1	0.143722943722944	0.134426691865415
12	King	all	NA	-1	-0.0559440559440491	0.567902126576624
4	Snohomish	all	NA	1	0.142857142857143	0.487010823957423
6	Snohomish	all	NA	1	0.171428571428565	0.0778567088401776
8	Snohomish	all	NA	1	0.066326530612236	0.258184629211678
10	Snohomish	all	NA	1	0.0484848484848485	0.205824815674833
12	Snohomish	all	NA	-1	-0.031968031968029	0.43134617240726
4	Pierce	all	NA	-1	-0.471428571428571	0.468501860423255
6	Pierce	all	NA	-1	-0.0448979591836475	0.869958978972558
8	Pierce	all	NA	1	0.0255102040816456	0.875684375650512
10	Pierce	all	NA	-1	-0.0536796536796538	0.60954845008989
12	Pierce	all	NA	-1	-0.0379620379620365	0.618125903943166
4	Ann Arbor	all	NA	1	0.0142857142857143	0.741801110252839
6	Ann Arbor	all	NA	1	0.0204081632653014	0.537140447806236
8	Ann Arbor	all	NA	1	0.0306122448979586	0.12195242138387
10	Ann Arbor	all	NA	1	0.0329004329004329	0.0144920956185265
12	Ann Arbor	all	NA	1	0.0399600399600402	0.00110926800409783
4	Boston	all	NA	1	0.0571428571428572	0.105572809000084
6	Boston	all	NA	-1	-0.00816326530612658	0.804726162222996
8	Boston	all	NA	1	0.0221088435374157	0.308151242350978
10	Boston	all	NA	1	0.0181818181818182	0.24412868189649
12	Boston	all	NA	-1	-0.0054945054945055	0.712409200770253
4	San Diego	all	NA	1	0.171428571428571	0.585960664394588
6	San Diego	all	NA	-1	-0.0448979591836413	0.886888703179036
8	San Diego	all	NA	1	0.153061224489794	0.404117730724497
10	San Diego	all	NA	-1	-0.137662337662338	0.396437981757351
12	San Diego	all	NA	-1	-0.157842157842168	0.210516253044849
4	DC	all	NA	1	0.0714285714285714	0.708888745130209
6	DC	all	NA	1	0.0653061224489759	0.359454258912065
8	DC	all	NA	-1	-0.0119047619047609	0.812820551363805
10	DC	all	NA	1	0.0199134199134199	0.54977536935256
12	DC	all	NA	-1	-0.00449550449550319	0.854713067245676
4	USA	all	NA	1	5.07142857142856	0.86149978079184
6	USA	all	NA	-1	-23.3714285714307	0.417269158705426
8	USA	all	NA	-1	-10.6615646258495	0.487104977287356
10	USA	all	NA	-1	-16.851948051948	0.105896587338492
12	USA	all	NA	-1	-33.8516483516485	0.00357076752043975
