width	place	age	end.date	sign	slope	pval
4	state	all	NA	-1	-6.3	0.03933879272818
6	state	all	NA	-1	-2.47346938775556	0.130781334398528
8	state	all	NA	-1	-2.11564625850325	0.0245166057684177
4	King	all	NA	-1	-0.685714285714286	0.400935308440818
6	King	all	NA	-1	-0.293877551020452	0.348610168885184
8	King	all	NA	-1	-0.394557823129226	0.0459030209802981
4	Snohomish	all	NA	-1	-0.871428571428571	0.0513804339906754
6	Snohomish	all	NA	-1	-0.35918367346942	0.196576095070638
8	Snohomish	all	NA	-1	-0.430272108843508	0.0193831924085214
4	Pierce	all	NA	-1	-0.414285714285714	0.311666638247565
6	Pierce	all	NA	-1	-0.19183673469389	0.304814443801377
8	Pierce	all	NA	-1	-0.231292517006791	0.0379139530948506
4	Ann Arbor	all	NA	-1	-0.314285714285714	0.101853760979501
6	Ann Arbor	all	NA	-1	-0.0285714285714515	0.796336160775989
8	Ann Arbor	all	NA	-1	-0.0510204081632618	0.396918038921085
4	Boston	all	NA	-1	-1.08571428571429	0.205048753954922
6	Boston	all	NA	-1	-0.518367346938836	0.16512749456457
8	Boston	all	NA	-1	-0.637755102040802	0.0183983913054159
4	San Diego	all	NA	-1	-4.92857142857143	0.170670680789694
6	San Diego	all	NA	-1	-4.57551020408212	0.00776514807784147
8	San Diego	all	NA	-1	-3.60714285714256	0.00210958738422059
4	DC	all	NA	-1	-0.5	0.421072268118507
6	DC	all	NA	-1	-0.726530612244984	0.02567530578526
8	DC	all	NA	-1	-0.358843537414941	0.09447375758598
