width	place	age	end.date	sign	slope	pval
4	state	all	NA	1	0.857142857142857	0.113418813151687
6	state	all	NA	1	0.424489795918396	0.168130840129278
8	state	all	NA	-1	-0.136054421768751	0.662820240126068
4	King	all	NA	-1	-0.0714285714285714	0.325800137536758
6	King	all	NA	1	0.0163265306122354	0.748868450023698
8	King	all	NA	-1	-0.139455782312936	0.206874356935778
4	Snohomish	all	NA	1	0.142857142857143	0.402385695332803
6	Snohomish	all	NA	1	0.00816326530612865	0.908543597394372
8	Snohomish	all	NA	-1	-0.0221088435374156	0.571604127156712
4	Pierce	all	NA	1	0.171428571428571	0.473765188415782
6	Pierce	all	NA	1	0.0979591836734743	0.332321685423197
8	Pierce	all	NA	-1	-0.14285714285715	0.212476988234638
4	Ann Arbor	all	NA	1	0.1	0.470849737787082
6	Ann Arbor	all	NA	1	0.106122448979603	0.069109003640726
8	Ann Arbor	all	NA	1	0.117346938775504	0.0022200337641146
4	Boston	all	NA	1	2.83718188942545e-17	1
6	Boston	all	NA	-1	-0.342857142857165	0.053034741393723
8	Boston	all	NA	-1	-0.433673469387744	0.00394591690032161
4	San Diego	all	NA	-1	-1.82857142857143	0.262220265338579
6	San Diego	all	NA	-1	-0.738775510204165	0.292922544537296
8	San Diego	all	NA	-1	-0.678571428571395	0.0826488467987406
4	DC	all	NA	-1	-0.357142857142857	0.294303203827954
6	DC	all	NA	-1	-0.130612244898005	0.431737320830515
8	DC	all	NA	-1	-0.0595238095238042	0.499061379629938
