date	state	King	Snohomish	Pierce	Ann Arbor	Boston	San Diego	DC
2020-01-26	0	0	0	0	0	0	0	0
2020-01-27	0	0	0	0	0	0	0	0
2020-01-28	0	0	0	0	0	0	0	0
2020-01-29	0	0	0	0	0	0	0	0
2020-01-30	0	0	0	0	0	0	0	0
2020-01-31	0	0	0	0	0	0	0	0
2020-02-01	0	0	0	0	0	0	0	0
2020-02-02	0	0	0	0	0	0	0	0
2020-02-03	0	0	0	0	0	0	0	0
2020-02-04	0	0	0	0	0	0	0	0
2020-02-05	0	0	0	0	0	0	0	0
2020-02-06	0	0	0	0	0	0	0	0
2020-02-07	0	0	0	0	0	0	0	0
2020-02-08	0	0	0	0	0	0	0	0
2020-02-09	0	0	0	0	0	0	0	0
2020-02-10	0	0	0	0	0	0	0	0
2020-02-11	0	0	0	0	0	0	0	0
2020-02-12	0	0	0	0	0	0	0	0
2020-02-13	0	0	0	0	0	0	0	0
2020-02-14	0	2	4	0	0	0	0	0
2020-02-15	0	5	8	0	0	0	0	0
2020-02-16	1	8	12	0	0	0	0	0
2020-02-17	3	12	17	0	0	0	0	0
2020-02-18	5	16	23	0	0	0	0	0
2020-02-19	8	21	29	0	0	0	0	0
2020-02-20	11	26	35	1	0	0	0	0
2020-02-21	14	31	43	2	0	0	0	0
2020-02-22	17	37	50	5	1	0	0	0
2020-02-23	21	43	59	7	6	0	0	0
2020-02-24	26	51	68	10	11	0	0	0
2020-02-25	30	58	78	13	17	0	1	0
2020-02-26	35	66	88	16	24	13	3	0
2020-02-27	41	75	100	20	32	35	4	0
2020-02-28	46	84	111	24	40	60	6	0
2020-02-29	52	93	124	28	49	87	8	4
2020-03-01	59	103	136	33	58	117	10	12
2020-03-02	66	114	150	38	69	150	12	22
2020-03-03	73	124	163	43	80	187	14	33
2020-03-04	80	136	177	49	92	226	17	45
2020-03-05	88	147	192	55	105	270	20	58
2020-03-06	96	159	207	61	119	316	23	73
2020-03-07	104	171	222	68	133	366	26	89
2020-03-08	112	183	238	74	149	421	30	106
2020-03-09	121	196	254	82	165	479	33	125
2020-03-10	130	209	270	89	182	541	37	145
2020-03-11	140	222	286	97	200	606	41	167
2020-03-12	149	235	302	105	218	676	46	190
2020-03-13	159	248	318	113	238	749	50	215
2020-03-14	168	262	333	122	257	825	55	241
2020-03-15	178	274	348	131	277	905	60	269
2020-03-16	187	287	363	139	298	988	65	298
2020-03-17	197	300	377	148	319	1074	70	328
2020-03-18	206	312	390	157	339	1163	75	360
2020-03-19	215	323	403	166	360	1255	81	393
2020-03-20	224	334	414	174	381	1348	86	428
2020-03-21	232	345	425	183	401	1443	92	464
2020-03-22	240	355	435	191	420	1541	97	501
2020-03-23	248	364	443	200	439	1639	103	538
2020-03-24	255	373	451	207	457	1738	109	577
2020-03-25	262	381	457	215	473	1837	114	617
2020-03-26	268	388	462	222	489	1937	120	657
2020-03-27	273	395	465	228	503	2035	125	697
2020-03-28	278	400	468	234	516	2132	130	738
2020-03-29	282	405	469	238	527	2227	135	778
2020-03-30	285	409	468	242	536	2319	140	819
2020-03-31	288	412	467	246	544	2409	145	859
2020-04-01	291	414	464	248	550	2495	149	898
2020-04-02	292	416	460	250	554	2578	154	938
2020-04-03	293	416	456	251	557	2657	158	976
2020-04-04	294	417	450	251	558	2731	162	1014
2020-04-05	294	416	444	251	558	2801	166	1051
2020-04-06	293	415	436	250	557	2865	170	1088
2020-04-07	292	413	429	249	554	2924	174	1123
2020-04-08	291	410	420	247	550	2977	177	1158
2020-04-09	289	407	411	245	545	3023	181	1191
2020-04-10	287	404	402	243	539	3062	185	1223
2020-04-11	285	400	393	240	532	3094	188	1254
2020-04-12	282	395	383	237	524	3119	192	1284
2020-04-13	279	390	373	233	515	3136	195	1312
2020-04-14	276	385	363	229	506	3145	199	1339
2020-04-15	273	379	353	225	496	3146	202	1365
2020-04-16	270	373	343	221	485	3139	205	1389
2020-04-17	266	366	333	217	473	3126	209	1411
2020-04-18	263	359	323	213	462	3105	212	1432
2020-04-19	259	352	313	209	450	3077	215	1451
2020-04-20	256	345	303	204	437	3042	218	1469
2020-04-21	252	338	293	200	425	3001	221	1485
2020-04-22	249	331	284	196	412	2953	224	1500
2020-04-23	245	323	275	192	400	2901	226	1513
2020-04-24	242	316	265	188	387	2843	229	1524
2020-04-25	239	308	256	184	375	2781	231	1533
2020-04-26	235	301	247	180	362	2714	233	1540
2020-04-27	232	293	239	176	350	2644	236	1545
2020-04-28	229	286	230	173	338	2571	238	1549
2020-04-29	226	278	222	169	326	2496	240	1550
2020-04-30	224	270	214	166	314	2418	241	1549
2020-05-01	221	263	206	162	303	2338	243	1546
2020-05-02	219	256	199	159	292	2257	244	1542
2020-05-03	217	248	191	156	281	2176	246	1535
2020-05-04	214	241	184	153	271	2094	247	1526
2020-05-05	213	234	177	150	261	2012	248	1515
2020-05-06	211	227	171	147	251	1931	248	1502
2020-05-07	210	221	164	144	242	1849	249	1488
2020-05-08	209	214	158	142	233	1769	250	1471
2020-05-09	208	208	152	139	224	1689	250	1453
2020-05-10	207	202	147	137	215	1610	251	1434
2020-05-11	207	196	142	135	207	1532	251	1413
2020-05-12	207	190	137	133	199	1456	252	1391
2020-05-13	208	185	132	131	192	1382	252	1367
2020-05-14	208	181	128	130	185	1309	253	1342
2020-05-15	210	176	124	128	178	1239	254	1317
2020-05-16	211	172	120	127	171	1171	255	1290
2020-05-17	213	169	117	126	165	1105	256	1263
2020-05-18	215	165	114	126	159	1043	257	1234
2020-05-19	218	163	112	125	154	982	259	1206
2020-05-20	221	161	110	125	148	925	261	1176
2020-05-21	225	159	108	125	143	870	263	1146
2020-05-22	228	157	106	125	139	818	266	1116
2020-05-23	233	157	105	125	134	769	269	1085
2020-05-24	237	156	105	125	130	722	272	1054
2020-05-25	242	156	104	126	127	678	277	1023
2020-05-26	246	157	104	126	123	636	281	992
2020-05-27	251	158	105	127	120	596	287	960
2020-05-28	257	159	106	128	118	559	293	929
2020-05-29	262	161	107	129	115	524	300	899
2020-05-30	268	163	108	130	113	492	307	868
2020-05-31	274	165	110	132	112	461	315	838
2020-06-01	280	168	113	134	111	433	324	808
2020-06-02	287	171	116	136	111	407	334	779
2020-06-03	293	175	119	139	111	383	344	751
2020-06-04	300	179	122	142	112	361	356	723
2020-06-05	308	184	126	146	113	341	368	697
2020-06-06	315	189	131	150	115	323	381	671
2020-06-07	323	195	136	155	117	306	395	646
2020-06-08	331	201	141	160	120	291	411	622
2020-06-09	340	208	146	165	124	278	427	600
2020-06-10	349	215	153	172	128	266	444	578
2020-06-11	358	222	159	179	133	256	462	558
2020-06-12	368	230	166	186	138	247	481	539
2020-06-13	378	239	173	194	144	239	500	522
2020-06-14	388	247	180	203	151	232	520	505
2020-06-15	398	257	188	212	157	227	541	490
2020-06-16	409	266	196	221	165	223	562	477
2020-06-17	420	275	204	231	173	220	583	464
2020-06-18	431	285	212	242	181	218	605	453
2020-06-19	443	295	221	253	190	217	626	444
2020-06-20	455	306	230	265	200	217	648	436
2020-06-21	467	316	239	277	209	217	670	430
2020-06-22	479	326	248	290	220	219	692	425
2020-06-23	491	337	257	303	230	221	714	421
2020-06-24	504	347	267	316	241	224	736	419
2020-06-25	516	358	276	330	252	227	757	419
2020-06-26	529	368	286	345	263	231	778	419
2020-06-27	541	378	295	359	274	236	798	421
2020-06-28	554	388	304	374	285	241	817	424
2020-06-29	566	398	313	389	296	246	836	428
2020-06-30	578	407	323	404	307	252	853	434
2020-07-01	590	417	332	419	318	259	870	440
2020-07-02	602	425	340	434	329	265	885	447
2020-07-03	613	434	349	450	339	272	900	454
2020-07-04	624	442	357	465	348	280	913	463
2020-07-05	635	450	366	480	357	287	924	471
2020-07-06	645	458	373	495	366	295	935	481
2020-07-07	655	466	381	510	373	302	944	491
2020-07-08	664	473	388	524	380	310	951	501
2020-07-09	672	479	395	539	387	319	958	511
2020-07-10	680	486	402	552	392	327	963	521
2020-07-11	687	491	407	565	397	335	966	531
2020-07-12	693	496	413	577	400	344	968	542
2020-07-13	699	501	418	589	403	353	969	552
2020-07-14	703	505	422	599	405	362	969	561
2020-07-15	707	509	426	609	406	371	968	571
2020-07-16	710	512	429	617	406	380	965	580
2020-07-17	712	514	431	625	406	389	962	589
2020-07-18	713	516	433	632	405	399	957	597
2020-07-19	713	518	435	638	403	408	952	605
2020-07-20	713	519	436	643	401	418	946	612
2020-07-21	712	520	436	647	398	427	939	619
2020-07-22	710	520	436	649	395	437	931	626
2020-07-23	708	520	436	651	392	446	923	631
2020-07-24	705	519	434	652	389	456	914	636
2020-07-25	701	518	433	651	385	465	905	641
2020-07-26	697	517	431	649	382	475	895	644
2020-07-27	692	516	428	647	378	484	885	647
2020-07-28	686	514	425	643	374	493	875	649
2020-07-29	680	512	421	638	371	502	865	651
2020-07-30	673	510	417	632	367	511	854	652
2020-07-31	666	507	413	625	363	520	843	652
2020-08-01	658	504	409	617	359	528	832	651
2020-08-02	650	501	404	609	356	536	821	650
2020-08-03	642	498	399	600	352	544	810	649
2020-08-04	634	494	393	590	348	551	799	647
2020-08-05	625	491	388	580	345	558	788	644
2020-08-06	616	487	382	569	341	564	777	641
2020-08-07	607	483	377	558	338	570	766	638
2020-08-08	597	479	371	547	334	576	756	633
2020-08-09	588	474	365	535	331	581	745	629
2020-08-10	578	469	359	523	328	586	735	624
2020-08-11	569	464	353	511	325	590	726	618
2020-08-12	559	459	347	499	322	594	716	612
2020-08-13	550	454	341	487	320	597	707	606
2020-08-14	540	448	334	474	317	600	699	600
2020-08-15	531	442	328	462	316	602	690	593
2020-08-16	522	436	322	450	315	604	683	586
2020-08-17	512	429	316	439	314	605	675	579
2020-08-18	504	422	310	427	313	606	669	572
2020-08-19	495	416	303	416	314	606	662	565
2020-08-20	486	408	297	405	314	606	656	558
2020-08-21	478	401	291	395	316	606	651	550
2020-08-22	470	394	285	385	317	606	646	543
2020-08-23	463	387	279	375	320	605	641	536
2020-08-24	455	379	274	366	322	605	636	529
2020-08-25	448	372	268	357	326	604	632	522
2020-08-26	442	365	263	349	329	603	628	515
2020-08-27	436	358	258	341	334	603	624	509
2020-08-28	430	351	253	334	338	602	620	503
2020-08-29	424	344	248	327	344	602	617	497
2020-08-30	419	338	244	321	350	602	613	491
2020-08-31	415	331	240	316	356	602	610	485
2020-09-01	411	326	236	311	363	602	607	480
2020-09-02	407	320	233	307	370	603	604	475
2020-09-03	404	315	230	303	378	603	601	471
2020-09-04	401	310	228	300	387	605	598	467
2020-09-05	399	306	226	298	396	606	595	463
2020-09-06	397	302	224	297	406	608	592	460
2020-09-07	396	298	223	296	416	610	589	457
2020-09-08	395	295	222	295	427	613	586	455
2020-09-09	395	293	222	296	439	615	583	452
2020-09-10	395	291	223	297	452	619	580	450
2020-09-11	395	289	224	298	465	622	577	449
2020-09-12	396	289	225	301	479	626	574	447
2020-09-13	398	288	227	303	494	631	570	446
2020-09-14	400	289	230	307	510	636	567	445
2020-09-15	402	290	233	311	527	642	564	444
2020-09-16	405	291	237	315	544	648	561	443
2020-09-17	408	293	242	320	562	654	558	443
2020-09-18	411	296	247	326	581	662	555	443
2020-09-19	415	299	252	332	601	670	552	443
2020-09-20	419	303	259	338	621	678	549	443
2020-09-21	423	307	266	345	642	688	546	444
2020-09-22	427	312	273	353	663	698	543	445
2020-09-23	432	318	282	360	685	709	540	447
2020-09-24	437	324	291	369	708	721	537	449
2020-09-25	443	331	300	377	732	733	534	452
2020-09-26	449	338	310	386	756	747	531	455
2020-09-27	455	346	321	396	782	761	529	459
2020-09-28	462	355	333	406	808	777	527	462
2020-09-29	470	364	345	417	835	793	525	467
2020-09-30	478	374	358	428	863	811	523	472
2020-10-01	486	385	371	440	892	830	522	477
2020-10-02	495	396	386	452	922	850	521	483
2020-10-03	505	409	401	465	953	871	521	489
2020-10-04	516	422	416	479	985	893	521	496
2020-10-05	527	435	433	493	1019	917	521	503
2020-10-06	539	450	450	508	1053	942	522	511
2020-10-07	552	466	467	523	1089	969	524	520
2020-10-08	566	482	486	539	1125	997	527	529
2020-10-09	581	500	505	556	1163	1026	530	538
2020-10-10	597	519	525	574	1201	1056	535	549
2020-10-11	614	539	546	593	1240	1088	540	560
2020-10-12	633	560	567	612	1280	1122	546	572
2020-10-13	652	583	590	633	1320	1157	554	585
2020-10-14	673	607	613	655	1361	1193	563	598
2020-10-15	696	632	637	677	1403	1231	573	613
2020-10-16	719	659	662	701	1445	1269	584	628
2020-10-17	745	687	687	726	1488	1309	597	645
2020-10-18	771	717	714	752	1532	1350	612	663
2020-10-19	800	748	742	779	1576	1392	628	682
2020-10-20	829	781	771	807	1621	1435	646	702
2020-10-21	861	814	801	837	1667	1478	665	724
2020-10-22	894	850	832	868	1713	1523	687	747
2020-10-23	929	886	864	900	1761	1568	711	771
2020-10-24	965	924	897	934	1809	1614	737	796
2020-10-25	1003	962	931	969	1859	1661	766	823
2020-10-26	1042	1002	966	1006	1909	1708	798	851
2020-10-27	1083	1043	1002	1044	1960	1756	832	880
2020-10-28	1125	1084	1038	1083	2012	1805	869	911
2020-10-29	1169	1127	1075	1123	2065	1854	908	942
2020-10-30	1213	1169	1113	1164	2117	1905	951	975
2020-10-31	1258	1212	1152	1206	2170	1956	996	1009
2020-11-01	1304	1255	1190	1248	2222	2007	1045	1043
2020-11-02	1351	1299	1229	1291	2274	2060	1097	1079
2020-11-03	1398	1342	1268	1335	2326	2113	1151	1116
2020-11-04	1445	1385	1307	1378	2376	2167	1209	1153
2020-11-05	1492	1427	1346	1422	2426	2222	1270	1191
2020-11-06	1540	1469	1385	1466	2474	2278	1335	1230
2020-11-07	1587	1510	1423	1509	2521	2334	1403	1269
2020-11-08	1634	1551	1461	1553	2566	2392	1474	1309
2020-11-09	1680	1590	1499	1596	2609	2450	1549	1350
2020-11-10	1726	1628	1536	1638	2650	2510	1627	1391
2020-11-11	1771	1666	1573	1680	2688	2570	1709	1432
2020-11-12	1815	1701	1609	1722	2724	2632	1793	1473
2020-11-13	1859	1736	1644	1762	2757	2695	1881	1514
2020-11-14	1901	1769	1679	1801	2787	2760	1971	1556
2020-11-15	1942	1800	1713	1840	2814	2826	2064	1597
2020-11-16	1981	1829	1746	1877	2837	2895	2160	1638
2020-11-17	2019	1857	1779	1913	2857	2965	2258	1678
2020-11-18	2056	1883	1810	1948	2873	3037	2359	1718
2020-11-19	2090	1906	1840	1981	2885	3111	2462	1758
2020-11-20	2123	1928	1870	2012	2893	3186	2567	1797
2020-11-21	2154	1948	1897	2042	2898	3264	2674	1835
2020-11-22	2183	1965	1924	2071	2900	3344	2783	1872
2020-11-23	2210	1980	1949	2097	2897	3425	2894	1909
2020-11-24	2235	1992	1972	2122	2891	3508	3007	1945
2020-11-25	2257	2003	1994	2144	2882	3592	3122	1980
2020-11-26	2277	2011	2014	2164	2869	3676	3238	2014
2020-11-27	2295	2017	2032	2182	2854	3760	3356	2046
2020-11-28	2310	2020	2048	2197	2835	3843	3476	2077
