width	place	age	end.date	sign	slope	pval
4	state	all	NA	-1	-0.242857142857143	0.838606786804913
6	state	all	NA	-1	-0.244897959183693	0.572497204370726
8	state	all	NA	-1	-0.479591836734681	0.0801365408743409
10	state	all	NA	-1	-0.36103896103896	0.0695584534258618
12	state	all	NA	-1	-0.363136863136866	0.0193468657026491
4	King	all	NA	1	0.0857142857142858	0.755051025721682
6	King	all	NA	-1	-0.122448979591834	0.352180656362148
8	King	all	NA	-1	-0.129251700680254	0.215497969670486
10	King	all	NA	-1	-0.177489177489177	0.0815224272698254
12	King	all	NA	-1	-0.142357642357646	0.0489738430905722
4	Snohomish	all	NA	1	0.0571428571428572	0.717157287525381
6	Snohomish	all	NA	-1	-0.0734693877550906	0.46691844056051
8	Snohomish	all	NA	-1	-0.0136054421768657	0.808477192600861
10	Snohomish	all	NA	-1	-0.064069264069264	0.205210366679527
12	Snohomish	all	NA	-1	-0.0649350649350656	0.0771291702739974
4	Pierce	all	NA	-1	-0.0714285714285714	0.741801110252839
6	Pierce	all	NA	-1	-0.118367346938773	0.284266923693878
8	Pierce	all	NA	-1	-0.117346938775501	0.0713253246716944
10	Pierce	all	NA	-1	-0.0346320346320345	0.462538277870905
12	Pierce	all	NA	-1	-0.0354645354645362	0.27279685925416
4	Ann Arbor	all	NA	-1	-0.0428571428571429	0.741801110252839
6	Ann Arbor	all	NA	-1	-0.0979591836734723	0.140357386619042
8	Ann Arbor	all	NA	-1	-0.0323129251700647	0.413734927699894
10	Ann Arbor	all	NA	1	0.00779220779220779	0.791410804897129
12	Ann Arbor	all	NA	-1	-0.00599400599400541	0.772060045221975
4	Boston	all	NA	1	0.157142857142857	0.249806226582479
6	Boston	all	NA	-1	-0.0122448979591571	0.918531301551323
8	Boston	all	NA	1	0.078231292517006	0.287151875002373
10	Boston	all	NA	1	0.0484848484848484	0.296286073912186
12	Boston	all	NA	1	0.0399600399600427	0.236284324465473
4	San Diego	all	NA	1	0.0571428571428571	0.717157287525381
6	San Diego	all	NA	1	0.0571428571428593	0.360730690553702
8	San Diego	all	NA	1	0.119047619047614	0.0180395741241486
10	San Diego	all	NA	1	0.0320346320346319	0.433238294429754
12	San Diego	all	NA	1	0.0174825174825184	0.530682008762385
4	DC	all	NA	1	0.142857142857143	0.552786404500042
6	DC	all	NA	1	0.122448979591854	0.188187159830801
8	DC	all	NA	-1	-0.00340136054421387	0.968056269586043
10	DC	all	NA	1	0.0329004329004329	0.544981873901127
12	DC	all	NA	1	0.00699300699300933	0.85777000644365
4	USA	all	NA	-1	-39.6142857142857	0.0305271343128929
6	USA	all	NA	-1	-24.3102040816354	0.0212421301607401
8	USA	all	NA	-1	-22.3877551020391	0.00169877099543933
10	USA	all	NA	-1	-15.6632034632034	0.00354933632698783
12	USA	all	NA	-1	-17.514485514486	9.77456531185616e-05
