width	place	age	end.date	sign	slope	pval
7	state	all	NA	1	74.857142857123	0.711646194422351
14	state	all	NA	1	7.24175824176867	0.92342729471904
21	state	all	NA	1	19.0519480519475	0.585746022342538
28	state	all	NA	1	20.3486590038199	0.323647031963528
35	state	all	NA	1	26.6624649859915	0.0489033385211399
42	state	all	NA	1	20.2361234908021	0.0331408009689634
7	King	all	NA	1	21.2857142857101	0.635096607442075
14	King	all	NA	1	5.11428571429079	0.747742613663809
21	King	all	NA	1	5.38441558441555	0.469059688680518
28	King	all	NA	1	4.3010399562098	0.329037840656329
35	King	all	NA	1	5.69047619047573	0.0487969668449336
42	King	all	NA	1	3.79961105258882	0.0722302599995831
7	Snohomish	all	NA	1	0.0357142857135003	0.998098513405693
14	Snohomish	all	NA	-1	-5.68791208790753	0.534716962628901
21	Snohomish	all	NA	1	0.583116883116876	0.889670841421502
28	Snohomish	all	NA	1	1.61001642036052	0.525897858614665
35	Snohomish	all	NA	1	2.55490196078404	0.123501516536231
42	Snohomish	all	NA	1	2.24171460983701	0.0528327688847402
7	Pierce	all	NA	1	28.5714285714231	0.439035525916487
14	Pierce	all	NA	1	8.49010989010497	0.427886556072789
21	Pierce	all	NA	1	6.34155844155837	0.207897755202052
28	Pierce	all	NA	1	4.47728516693812	0.134766810722383
35	Pierce	all	NA	1	4.70756302520955	0.0159260862701833
42	Pierce	all	NA	1	3.53901628717265	0.00979174494198231
7	Ann Arbor	all	NA	-1	-8.03571428571447	0.293191440508374
14	Ann Arbor	all	NA	-1	-0.637362637363994	0.760656003681504
21	Ann Arbor	all	NA	1	0.379220779220766	0.689958542314285
28	Ann Arbor	all	NA	1	0.513957307060558	0.340206553236561
35	Ann Arbor	all	NA	1	0.519887955182011	0.132069487016529
42	Ann Arbor	all	NA	1	0.437241714609823	0.069217382970311
7	Boston	all	NA	1	13.1071428571404	0.536592438068008
14	Boston	all	NA	1	5.52307692307457	0.337890341369847
21	Boston	all	NA	1	4.69480519480514	0.0768719959923734
28	Boston	all	NA	1	4.1299945265452	0.00703898732202014
35	Boston	all	NA	1	3.47955182072785	0.000536625962501714
42	Boston	all	NA	1	2.74297058585191	0.000116164117524152
7	San Diego	all	NA	1	32.7142857142854	0.429492238527386
14	San Diego	all	NA	-1	-2.32087912093854	0.955851246187247
21	San Diego	all	NA	1	40.01948051948	0.0642918024453653
28	San Diego	all	NA	1	33.5925013683575	0.00870747121914197
35	San Diego	all	NA	1	32.001680672265	0.000173240555277857
42	San Diego	all	NA	1	26.2193501336995	1.56463838913293e-05
7	DC	all	NA	1	21.9642857142811	0.33399348594312
14	DC	all	NA	1	7.07032967032605	0.23862621844169
21	DC	all	NA	1	4.22467532467529	0.130092489005454
28	DC	all	NA	1	3.25342090859231	0.0415656607237652
35	DC	all	NA	1	2.78403361344499	0.00713170043879124
42	DC	all	NA	1	2.19722874969602	0.00249734617012987
