width	place	age	end.date	sign	slope	pval
4	state	all	NA	-1	-206.512712563911	1.00808505607723e-09
6	state	all	NA	-1	-206.419701001903	5.90633682289662e-15
8	state	all	NA	-1	-206.225353945246	1.63834643234009e-19
4	King	all	NA	-1	-28.1794935245414	1.62443752395913e-06
6	King	all	NA	-1	-28.0836809417267	1.46417352854201e-11
8	King	all	NA	-1	-28.0091013125227	1.56158796058108e-16
4	Snohomish	all	NA	-1	-8.86533977656964	1.26256412689855e-05
6	Snohomish	all	NA	-1	-8.97900168567536	2.75478049393933e-09
8	Snohomish	all	NA	-1	-9.10957933611667	2.41094476431208e-12
4	Pierce	all	NA	-1	-20.083671584321	3.14409714308936e-07
6	Pierce	all	NA	-1	-20.0429748838553	1.82408653154345e-12
8	Pierce	all	NA	-1	-19.9961540872504	4.57830006188443e-17
4	Ann Arbor	all	NA	1	2.9474681710062	3.78275015047864e-05
6	Ann Arbor	all	NA	1	3.01400234004133	2.55077316298374e-08
8	Ann Arbor	all	NA	1	3.09162888057585	6.88467837971003e-11
4	Boston	all	NA	-1	-13.2969332709682	1.15407792864002e-07
6	Boston	all	NA	-1	-13.3110910958468	1.36512758465947e-13
8	Boston	all	NA	-1	-13.3250967843421	4.25998764188307e-19
4	San Diego	all	NA	-1	-68.3232908752673	3.76668706186063e-07
6	San Diego	all	NA	-1	-68.5827046430629	2.40016983739855e-11
8	San Diego	all	NA	-1	-68.9981659965013	1.14913749301109e-14
4	DC	all	NA	-1	-29.6883268008806	2.19043157311988e-06
6	DC	all	NA	-1	-29.7668527773108	6.38511177850744e-12
8	DC	all	NA	-1	-29.7736460209603	2.42618493009605e-18
