width	place	age	end.date	sign	slope	pval
4	state	all	NA	-1	-1.15536648913348	2.25410678668929e-05
6	state	all	NA	-1	-1.15378116602145	2.78768738978206e-10
8	state	all	NA	-1	-1.13007382794681	2.28639715374348e-11
10	state	all	NA	-1	-1.08424447492215	7.76628056000222e-12
12	state	all	NA	-1	-1.01629310694237	8.02890348184287e-12
4	Island	all	NA	-1	-0.288018977052447	7.06257520955571e-07
6	Island	all	NA	-1	-0.286064927210176	2.69727932054985e-10
8	Island	all	NA	-1	-0.282622075354663	7.74548727035796e-13
10	Island	all	NA	-1	-0.277690421488269	9.24290991630124e-15
12	Island	all	NA	-1	-0.271269965610116	3.41281100693494e-16
4	King	all	NA	1	5.03709932917882	9.92579622942855e-07
6	King	all	NA	1	5.01979580207969	1.50998781721171e-11
8	King	all	NA	1	5.00076754883214	8.71665019050603e-16
10	King	all	NA	1	4.98001456947729	1.31888989688402e-19
12	King	all	NA	1	4.95753686399978	4.31614235992931e-23
4	Ann Arbor	all	NA	-1	-1.65055226435385	3.21735000498475e-06
6	Ann Arbor	all	NA	-1	-1.65519653879898	9.42789949066871e-12
8	Ann Arbor	all	NA	-1	-1.65424905738854	9.46637231069613e-18
10	Ann Arbor	all	NA	-1	-1.64770982013615	5.52258077793904e-20
12	Ann Arbor	all	NA	-1	-1.63557882703677	1.83172713124417e-21
4	Boston	all	NA	1	10.0718742469623	3.97897219668622e-08
6	Boston	all	NA	1	10.077966094937	1.42508570815758e-14
8	Boston	all	NA	1	10.0837445856583	1.17078350611161e-20
10	Boston	all	NA	1	10.089209719208	1.55433170708218e-26
12	Boston	all	NA	1	10.0943614955559	2.78571718667056e-32
4	San Diego	all	NA	1	21.6884169054503	2.58873792847089e-07
6	San Diego	all	NA	1	21.7144019841539	8.51027209052467e-13
8	San Diego	all	NA	1	21.8104068245087	1.75148686320291e-15
10	San Diego	all	NA	1	21.9764314266915	8.54755297395808e-18
12	San Diego	all	NA	1	22.2124757906358	9.26637041396505e-20
4	DC	all	NA	1	5.05342971265707	2.00883019505497e-05
6	DC	all	NA	1	5.11607743342185	2.4168790139124e-09
8	DC	all	NA	1	5.16798602015628	4.06169452539971e-13
10	DC	all	NA	1	5.20915547290159	5.8867211073218e-17
12	DC	all	NA	1	5.23958579164262	5.05429214396896e-21
4	USA	all	NA	1	913.410650422191	2.42071087405264e-05
6	USA	all	NA	1	931.408443883308	1.51244992052636e-08
8	USA	all	NA	1	953.980271135166	4.61769430888326e-11
10	USA	all	NA	1	981.126132185167	4.08711460468892e-13
12	USA	all	NA	1	1012.84602703057	7.84753098181706e-15
