width	place	age	end.date	sign	slope	pval
4	state	all	NA	-1	-4.25714285714286	0.179968344637934
6	state	all	NA	-1	-1.65714285714316	0.221022929076533
8	state	all	NA	-1	-0.823129251700588	0.266650330831059
4	King	all	NA	1	0.057142857142857	0.751930530821584
6	King	all	NA	1	0.175510204081676	0.301173998534008
8	King	all	NA	1	0.197278911564615	0.0455204390555276
4	Snohomish	all	NA	-1	-0.342857142857143	0.129428499867986
6	Snohomish	all	NA	-1	-0.138775510204103	0.178135914744981
8	Snohomish	all	NA	-1	-0.0595238095238019	0.303667729405397
4	Pierce	all	NA	-1	-2.24285714285714	0.241952680612185
6	Pierce	all	NA	-1	-0.963265306122645	0.222399655846174
8	Pierce	all	NA	-1	-0.53571428571423	0.213916689885396
4	Ann Arbor	all	NA	-1	-0.128571428571429	0.225403330758517
6	Ann Arbor	all	NA	-1	-0.134693877551044	0.0430520332526866
8	Ann Arbor	all	NA	-1	-0.0646258503401264	0.15417365615432
4	Boston	all	NA	-1	-0.0142857142857143	0.865160027507352
6	Boston	all	NA	-1	-0.0408163265306304	0.602297773844186
8	Boston	all	NA	-1	-0.0323129251700606	0.547352796627154
4	San Diego	all	NA	-1	-0.3	0.327461754018634
6	San Diego	all	NA	-1	-0.351020408163291	0.0285890998005982
8	San Diego	all	NA	-1	-0.248299319727868	0.0150827386422136
4	DC	all	NA	-1	-0.3	0.0561201925514611
6	DC	all	NA	-1	-0.130612244897991	0.151668890430345
8	DC	all	NA	-1	-0.0442176870748221	0.414822150288525
