width	place	age	end.date	sign	slope	pval
4	state	all	NA	-1	-2.10046146059023	3.54546506091167e-06
6	state	all	NA	-1	-2.11519815122606	2.53551603709867e-10
8	state	all	NA	-1	-2.13262253142913	8.11429509151879e-14
4	King	all	NA	-1	-0.407630153898943	6.96285186062857e-07
6	King	all	NA	-1	-0.407848708456597	1.30538395077127e-13
8	King	all	NA	-1	-0.407058637721457	2.01449290399344e-17
4	Snohomish	all	NA	-1	-0.203555932366995	1.32807188681531e-06
6	Snohomish	all	NA	-1	-0.20409417796307	5.44436510338382e-12
8	Snohomish	all	NA	-1	-0.204389796354476	9.20025646311311e-18
4	Pierce	all	NA	1	0.202340267801831	7.69470938657638e-06
6	Pierce	all	NA	1	0.199822905326657	2.77924223967774e-09
8	Pierce	all	NA	1	0.196405083968791	7.04393087637421e-12
4	Ann Arbor	all	NA	1	0.0226714351347177	0.00023460276468647
6	Ann Arbor	all	NA	1	0.0215252121979958	8.56080270911137e-07
8	Ann Arbor	all	NA	1	0.0203214219606116	1.27782503235345e-08
4	Boston	all	NA	-1	-0.046432059946418	1.6625468327505e-05
6	Boston	all	NA	-1	-0.0471097054236296	4.58989563097807e-09
8	Boston	all	NA	-1	-0.0478823981612191	4.93362958848102e-12
4	San Diego	all	NA	-1	-0.0961426285508317	6.32751454823079e-06
6	San Diego	all	NA	-1	-0.0958326149702585	2.29952489266035e-11
8	San Diego	all	NA	-1	-0.0960604039979752	3.742606408586e-16
4	DC	all	NA	-1	-0.0573610450140648	5.47400901790826e-06
6	DC	all	NA	-1	-0.0576757761216857	9.90039395946259e-11
8	DC	all	NA	-1	-0.0578597490028844	8.64935773336559e-16
