width	place	age	end.date	sign	slope	pval
7	state	all	NA	-1	-1.96428571428312	0.00605019883255348
14	state	all	NA	-1	-1.32527472527355	0.0926936951961396
21	state	all	NA	-1	-0.455844155844157	0.239460019258136
28	state	all	NA	1	0.534209085932103	0.235294561564841
35	state	all	NA	1	0.0106442577029723	0.971962441415372
42	state	all	NA	-1	-0.0685519812008107	0.747519138213792
7	King	all	NA	-1	-0.357142857142148	0.0840686815858872
14	King	all	NA	-1	-0.881318681317862	0.157376472378079
21	King	all	NA	-1	-0.0415584415584417	0.888064695005523
28	King	all	NA	-1	-0.102353585112191	0.54480704124556
35	King	all	NA	-1	-0.0453781512605276	0.68180739467845
42	King	all	NA	-1	-0.0269832266429027	0.72643672179761
7	Snohomish	all	NA	-1	-0.357142857142148	0.0840686815858872
14	Snohomish	all	NA	-1	-0.04175824175817	0.581292928162077
21	Snohomish	all	NA	-1	-0.0766233766233762	0.0589992858863669
28	Snohomish	all	NA	1	0.0295566502461972	0.470190125535756
35	Snohomish	all	NA	1	0.0184873949579829	0.511359834852317
42	Snohomish	all	NA	1	0.0130459444129323	0.519256459354382
7	Pierce	all	NA	-1	-3.27391316103333e-13	0.999999999998877
14	Pierce	all	NA	-1	-0.0439560439559143	0.66628937833704
21	Pierce	all	NA	-1	-0.0571428571428571	0.33128252909954
28	Pierce	all	NA	1	0.467706622878488	0.0578709910049162
35	Pierce	all	NA	1	0.132492997198835	0.417465143475353
42	Pierce	all	NA	1	0.000729276395832768	0.994951537421331
7	Ann Arbor	all	NA	-1	-0.142857142857143	0.314372637646395
14	Ann Arbor	all	NA	-1	-0.00879120879125371	0.850608132981984
21	Ann Arbor	all	NA	-1	-0.00259740259740241	0.903708546909216
28	Ann Arbor	all	NA	-1	-0.0147783251231455	0.274221636958989
35	Ann Arbor	all	NA	-1	-0.00980392156862429	0.290889031283922
42	Ann Arbor	all	NA	-1	-0.0161251114172267	0.0223988007094587
7	Boston	all	NA	-1	-0.0357142857141493	0.660642155241519
14	Boston	all	NA	1	0.00879120879121052	0.730477385226954
21	Boston	all	NA	-1	-0.00259740259740235	0.863140960128037
28	Boston	all	NA	-1	-0.0112205801861078	0.36449219264871
35	Boston	all	NA	-1	-0.0142857142857098	0.211580293420625
42	Boston	all	NA	-1	-0.0133700672555022	0.130787852845483
7	San Diego	all	NA	0	0	NA
14	San Diego	all	NA	-1	-0.191208791208602	0.0683845249063285
21	San Diego	all	NA	-1	-0.0246753246753237	0.61856739493647
28	San Diego	all	NA	-1	-0.0262725779967399	0.371191407103766
35	San Diego	all	NA	-1	-0.031372549019598	0.144975119225564
42	San Diego	all	NA	-1	-0.0205007697917447	0.190087202968404
7	DC	all	NA	0	0	NA
14	DC	all	NA	0	0	NA
21	DC	all	NA	-1	-0.0311688311688304	0.0116261965951872
28	DC	all	NA	-1	-0.0199781061849974	0.0255413737884291
35	DC	all	NA	-1	-0.0235294117647112	0.00376243753397573
42	DC	all	NA	-1	-0.0146665586257309	0.0184246840181298
