width	place	age	end.date	sign	slope	pval
4	state	all	NA	-1	-0.219587101948409	1.23528742719072e-05
6	state	all	NA	-1	-0.221164274255836	3.0806888754902e-10
8	state	all	NA	-1	-0.221714363805426	1.38785202898152e-15
10	state	all	NA	-1	-0.221237370597295	1.86376689813172e-20
12	state	all	NA	-1	-0.21973329463123	8.8749356005353e-22
4	Island	all	NA	1	0.0108662838741092	1.99030678895636e-07
6	Island	all	NA	1	0.0108665189792843	1.34543742446067e-14
8	Island	all	NA	1	0.0108490702615264	4.9502940366788e-18
10	Island	all	NA	1	0.0108139377208413	9.42990932768386e-21
12	Island	all	NA	1	0.0107611213572186	3.69485844688073e-23
4	King	all	NA	1	0.0125224219485887	0.000379419301395763
6	King	all	NA	1	0.0119927241222856	4.37937595206355e-07
8	King	all	NA	1	0.0117510227951263	1.43295497025441e-10
10	King	all	NA	1	0.011797317967112	1.20965523954636e-14
12	King	all	NA	1	0.0121316096382348	1.59224672665599e-15
4	Ann Arbor	all	NA	-1	-0.0992497433557008	2.31844825994533e-06
6	Ann Arbor	all	NA	-1	-0.0995382173576611	8.80189990971800e-12
8	Ann Arbor	all	NA	-1	-0.0996016039100223	4.42643921649316e-18
10	Ann Arbor	all	NA	-1	-0.0994399030128355	1.59687673748608e-22
12	Ann Arbor	all	NA	-1	-0.0990531146660051	2.89810635679477e-24
4	Boston	all	NA	1	0.0255963402472545	0.000184552442239802
6	Boston	all	NA	1	0.0269434233551933	6.73778097022788e-07
8	Boston	all	NA	1	0.0285889830030614	9.64596996476919e-09
10	Boston	all	NA	1	0.0305330191908719	3.26207118952028e-10
12	Boston	all	NA	1	0.0327755319185998	1.96789290298278e-11
4	San Diego	all	NA	-1	-0.0835905766930473	6.89218104858001e-06
6	San Diego	all	NA	-1	-0.084135384497728	1.92932650408174e-10
8	San Diego	all	NA	-1	-0.0845021551382837	3.91280626593475e-15
10	San Diego	all	NA	-1	-0.0846908886147627	2.24111840850254e-20
12	San Diego	all	NA	-1	-0.08470158492708	2.63423975224092e-26
4	DC	all	NA	1	0.00120696811450864	0.0137894092320864
6	DC	all	NA	1	0.000843325751014247	0.00321627873280068
8	DC	all	NA	1	0.000586262633271856	0.00217551943588792
10	DC	all	NA	1	0.000435778761280887	0.00121071397935477
12	DC	all	NA	1	0.000391874135040446	9.98338342390802e-05
4	USA	all	NA	1	1.44269299107891	0.000588975812319979
6	USA	all	NA	1	1.60306581295	1.09916737628917e-05
8	USA	all	NA	1	1.82364792610687	7.63161266184938e-07
10	USA	all	NA	1	2.10443933054992	1.00033205718971e-07
12	USA	all	NA	1	2.44544002627777	1.78611413129626e-08
