width	place	age	end.date	sign	slope	pval
7	state	all	NA	-1	-0.392857142857433	0.820455726198947
14	state	all	NA	1	2.16923076922828	0.180395555403893
21	state	all	NA	-1	-0.272727272727288	0.726459090351262
28	state	all	NA	-1	-0.346195949644233	0.432339370798824
35	state	all	NA	-1	-0.342296918767483	0.231150777678417
42	state	all	NA	-1	-0.241795640547787	0.235819389828906
7	King	all	NA	1	0.642857142856882	0.429640681248971
14	King	all	NA	-1	-0.494505494505625	0.0670900220567432
21	King	all	NA	-1	-0.200000000000002	0.158070579630593
28	King	all	NA	-1	-0.111658456486058	0.17640141246719
35	King	all	NA	-1	-0.0722689075630229	0.183417531170985
42	King	all	NA	-1	-0.0344380520217168	0.401495290617871
7	Snohomish	all	NA	-1	-0.392857142857075	0.0529433224598875
14	Snohomish	all	NA	1	0.2175824175822	0.143422108843048
21	Snohomish	all	NA	1	0.0753246753246744	0.299209889631249
28	Snohomish	all	NA	1	0.0339354132457615	0.42396767029048
35	Snohomish	all	NA	1	0.00924369747898164	0.740692595363491
42	Snohomish	all	NA	1	0.00607730329794927	0.762161643859929
7	Pierce	all	NA	1	0.285714285714199	0.454864137485313
14	Pierce	all	NA	1	1.49230769230652	0.130223308085135
21	Pierce	all	NA	1	0.0181818181818133	0.968479019114437
28	Pierce	all	NA	-1	-0.202791461412144	0.434449604624765
35	Pierce	all	NA	-1	-0.18767507002798	0.256935884981063
42	Pierce	all	NA	-1	-0.147881046916789	0.198940991303127
7	Ann Arbor	all	NA	1	5.44200990863814e-15	0.999999999999947
14	Ann Arbor	all	NA	-1	-0.0483516483516433	0.123465067566775
21	Ann Arbor	all	NA	-1	-0.015584415584415	0.363489962774514
28	Ann Arbor	all	NA	-1	-0.0265462506841826	0.0194121196298808
35	Ann Arbor	all	NA	-1	-0.0252100840336117	0.0195000532779928
42	Ann Arbor	all	NA	-1	-0.0298193015152716	0.00495078215848915
7	Boston	all	NA	1	0.107142857142844	0.282179859030057
14	Boston	all	NA	-1	-0.00659340659343279	0.882476566763629
21	Boston	all	NA	-1	-0.0142857142857136	0.637053985625669
28	Boston	all	NA	-1	-0.0117679255610354	0.535862534761062
35	Boston	all	NA	1	0.00784313725490255	0.550838499784094
42	Boston	all	NA	-1	-0.0184750020257707	0.124299780033279
7	San Diego	all	NA	1	5.44200990863814e-15	0.999999999999947
14	San Diego	all	NA	-1	-0.0813186813187734	0.108284548652818
21	San Diego	all	NA	-1	-0.0753246753246731	0.044428674427224
28	San Diego	all	NA	-1	-0.037766830870277	0.112487082120395
35	San Diego	all	NA	-1	-0.0375350140055904	0.0550075503736151
42	San Diego	all	NA	-1	-0.0523458390730158	0.00555802381874258
7	DC	all	NA	-1	-0.107142857142816	0.331826821214339
14	DC	all	NA	-1	-0.00659340659337363	0.850608132983594
21	DC	all	NA	-1	-0.0272727272727283	0.213568413018886
28	DC	all	NA	-1	-0.00738916256158121	0.587120826475111
35	DC	all	NA	-1	-0.022128851540609	0.0902263941852443
42	DC	all	NA	-1	-0.0362207276557798	0.00106997306051495
