width	place	age	end.date	sign	slope	pval
7	state	all	NA	-1	-23.8571428571373	0.565364230355631
14	state	all	NA	-1	-49.0131868132173	0.0485423418648969
21	state	all	NA	-1	-22.6116883116885	0.139602727043458
28	state	all	NA	-1	-26.2309797482248	0.0228798211824645
35	state	all	NA	-1	-19.0689075630214	0.0383602826476008
42	state	all	NA	-1	-19.6383599384174	0.00792617852833221
7	King	all	NA	-1	-1.03571428571353	0.902987959126003
14	King	all	NA	-1	-30.0307692307957	0.14864986660287
21	King	all	NA	-1	-1.10909090909101	0.930039121714471
28	King	all	NA	-1	-2.75834701696837	0.698228877930031
35	King	all	NA	-1	-2.69075630252034	0.561315721581717
42	King	all	NA	-1	-4.75034438052039	0.161634567112906
7	Snohomish	all	NA	-1	-2.42857142857068	0.51233537456025
14	Snohomish	all	NA	-1	-1.39120879120875	0.349797115644629
21	Snohomish	all	NA	-1	-1.82077922077922	0.0409584644090406
28	Snohomish	all	NA	-1	-1.81992337164776	0.0204371616870134
35	Snohomish	all	NA	-1	-1.71736694677846	0.0143553990235222
42	Snohomish	all	NA	-1	-1.90851632768826	0.00222232421664249
7	Pierce	all	NA	1	0.464285714285857	0.916447357207028
14	Pierce	all	NA	-1	-3.43736263736387	0.0766513762851713
21	Pierce	all	NA	-1	-4.87402597402602	0.00267020012040315
28	Pierce	all	NA	-1	-8.24001094690853	0.0003811209697267
35	Pierce	all	NA	-1	-5.09383753501289	0.00525541164079151
42	Pierce	all	NA	-1	-5.12430111012092	0.00446972239705264
7	Ann Arbor	all	NA	1	0.46428571428556	0.677838419383883
14	Ann Arbor	all	NA	1	0.0241758241759653	0.935930637076582
21	Ann Arbor	all	NA	-1	-0.0649350649350706	0.676071714489384
28	Ann Arbor	all	NA	-1	-0.252873563218325	0.0604774411602664
35	Ann Arbor	all	NA	-1	-0.60952380952374	0.000192447944730958
42	Ann Arbor	all	NA	-1	-0.928287821084228	1.15748988641087e-06
7	Boston	all	NA	-1	-0.6785714285713	0.273041797092762
14	Boston	all	NA	-1	-0.661538461539102	0.131024822717186
21	Boston	all	NA	-1	-1.05324675324674	0.00203161733812457
28	Boston	all	NA	-1	-0.98850574712668	0.00107567670493144
35	Boston	all	NA	-1	-1.31680672268889	4.42680787003162e-07
42	Boston	all	NA	-1	-1.60999918969305	3.09380798057997e-08
7	San Diego	all	NA	1	2.92857142857115	0.773501546255776
14	San Diego	all	NA	-1	-0.0285714285714899	0.99212232136878
21	San Diego	all	NA	-1	-0.318181818181789	0.822144638896402
28	San Diego	all	NA	-1	-0.304324028462058	0.71153633585538
35	San Diego	all	NA	-1	-0.434173669467883	0.461571251329067
42	San Diego	all	NA	-1	-1.51251924479383	0.0102245799659853
7	DC	all	NA	-1	-0.39285714285721	0.791763736961226
14	DC	all	NA	-1	-0.404395604396025	0.468475458947918
21	DC	all	NA	-1	-1.65714285714291	0.0369378573403663
28	DC	all	NA	-1	-0.882868089764647	0.0842874140416241
35	DC	all	NA	-1	-0.641736694677786	0.0531900306393691
42	DC	all	NA	-1	-1.137266023823	0.000298879321454948
