date	state	King	Snohomish	Pierce	Ann Arbor	Boston	San Diego	DC
2020-01-26	0	0	0	0	0	0	0	0
2020-02-05	0	0	0	0	0	0	0	0
2020-02-16	0	2	0	0	0	0	0	0
2020-02-26	3	6	3	0	0	0	0	0
2020-03-08	7	14	8	2	2	2	1	1
2020-03-18	12	23	15	5	9	23	2	12
2020-03-29	16	29	20	8	19	63	4	32
2020-04-08	17	29	21	10	31	116	7	57
2020-04-19	15	25	17	11	38	156	9	81
2020-04-29	12	19	13	9	36	158	10	90
2020-05-10	9	13	11	8	27	126	10	84
2020-05-20	7	9	9	6	17	86	9	67
2020-05-31	6	6	7	5	9	56	8	48
2020-06-10	5	4	6	4	4	36	8	33
2020-06-21	6	4	5	5	3	24	8	22
2020-07-01	7	4	5	6	3	17	10	15
2020-07-12	9	5	5	7	3	14	11	10
2020-07-22	10	6	5	9	3	14	12	8
2020-08-02	10	7	5	10	3	14	11	7
2020-08-12	9	6	4	10	2	13	10	7
2020-08-23	7	5	3	10	1	12	9	6
2020-09-02	6	4	3	9	0	10	8	6
2020-09-13	6	3	3	7	0	9	7	6
2020-09-23	6	4	3	6	0	9	6	6
2020-10-04	6	4	4	6	0	10	6	6
2020-10-14	7	4	6	7	1	12	5	6
2020-10-25	9	5	9	9	4	14	5	7
2020-11-04	10	6	12	11	8	17	6	9
2020-11-15	13	9	17	13	15	21	10	13
2020-11-25	15	11	21	14	24	26	17	19
2020-12-06	17	14	24	15	32	31	28	26
2020-12-16	21	17	27	20	35	37	42	33
2020-12-27	25	20	31	26	33	45	56	38
2021-01-06	27	22	31	30	26	52	68	42
2021-01-17	27	21	28	30	18	54	73	45
2021-01-27	25	19	22	27	13	51	69	44
2021-02-07	22	17	17	25	11	46	58	39
2021-02-17	18	15	12	22	8	39	44	30
2021-02-28	14	11	8	19	5	32	30	23
2021-03-10	10	8	5	15	4	26	20	17
2021-03-21	7	6	4	12	6	20	14	15
2021-03-31	7	5	4	10	9	14	11	14
2021-04-11	7	5	4	10	12	9	9	13
2021-04-21	8	5	4	11	15	7	7	11
2021-05-02	8	6	5	10	16	6	5	10
2021-05-12	8	7	5	8	15	5	4	9
2021-05-23	7	7	5	2	12	5	3	7
2021-06-02	5	7	5	0	8	4	2	5
2021-06-13	5	7	5	0	5	3	1	3
2021-06-23	6	7	6	0	3	2	1	2
2021-07-04	7	5	7	5	2	3	1	1
