width	place	age	end.date	sign	slope	pval
7	state	all	NA	-1	-3.6785714285926	0.977398023485023
14	state	all	NA	1	31.5428571428941	0.335106737598817
21	state	all	NA	1	4.62207792207784	0.760107856236059
28	state	all	NA	1	1.54214559387091	0.858729529351993
35	state	all	NA	-1	-7.91176470588237	0.238780150467486
42	state	all	NA	-1	-7.34470464305555	0.166196246833724
7	King	all	NA	1	2.57142857142338	0.930280193033136
14	King	all	NA	1	9.07252747253503	0.215587492210729
21	King	all	NA	1	0.177922077922118	0.966482246550669
28	King	all	NA	1	0.664477285166742	0.780702143317679
35	King	all	NA	-1	-4.92044817927179	0.170602532878651
42	King	all	NA	-1	-0.470140183128311	0.883986406149144
7	Snohomish	all	NA	1	9.64285714285358	0.606998550993317
14	Snohomish	all	NA	1	4.59560439561063	0.312029160415817
21	Snohomish	all	NA	1	1.79480519480515	0.374534068312325
28	Snohomish	all	NA	1	1.1081007115495	0.331418039830319
35	Snohomish	all	NA	1	0.570028011204496	0.447232196921897
42	Snohomish	all	NA	1	0.0154768657324671	0.977298744737114
7	Pierce	all	NA	1	3.99999999999588	0.838891657722979
14	Pierce	all	NA	1	5.94725274725931	0.209005746441546
21	Pierce	all	NA	1	1.55064935064931	0.470096452455886
28	Pierce	all	NA	1	0.988232074439386	0.415175595862315
35	Pierce	all	NA	-1	-0.114005602240886	0.889499959174013
42	Pierce	all	NA	-1	-1.20427842152071	0.0790913807497459
7	Ann Arbor	all	NA	-1	-1.39285714285715	0.405486705660862
14	Ann Arbor	all	NA	1	0.0131868131867996	0.974243398549844
21	Ann Arbor	all	NA	1	0.0428571428571461	0.829416045161012
28	Ann Arbor	all	NA	-1	-0.0380405035577028	0.762387428893577
35	Ann Arbor	all	NA	-1	-0.0627450980392152	0.455758068251009
42	Ann Arbor	all	NA	-1	-0.0725224860221541	0.241374538968079
7	Boston	all	NA	1	1.74999999999922	0.659530944135559
14	Boston	all	NA	1	1.1274725274736	0.252179053341177
21	Boston	all	NA	1	0.445454545454539	0.303480279380898
28	Boston	all	NA	1	0.286535303776871	0.239582588889162
35	Boston	all	NA	1	0.0862745098039216	0.608619059945579
42	Boston	all	NA	-1	-0.22218620857307	0.116931736730609
7	San Diego	all	NA	1	27.7499999999989	0.671486113187576
14	San Diego	all	NA	1	27.4219780220112	0.0888403699795217
21	San Diego	all	NA	1	12.7701298701297	0.0751129932818807
28	San Diego	all	NA	1	8.00547345375395	0.0493680279349603
35	San Diego	all	NA	1	5.36526610644263	0.0412216471389311
42	San Diego	all	NA	1	3.73195040920607	0.0421645545966478
7	DC	all	NA	1	2.60714285714158	0.639759140127428
14	DC	all	NA	1	1.61978021978275	0.229465437490132
21	DC	all	NA	1	0.728571428571414	0.239413456110773
28	DC	all	NA	1	0.450465243569088	0.203237467004217
35	DC	all	NA	1	0.201960784313727	0.391958029133028
42	DC	all	NA	-1	-0.286038408556103	0.260464723326325
