width	place	age	end.date	sign	slope	pval
4	state	all	NA	-1	-0.0142857142857141	0.981907674493702
6	state	all	NA	1	0.187755102040852	0.488053792317449
8	state	all	NA	-1	-0.566326530612236	0.102307953173976
4	King	all	NA	-1	-0.0857142857142857	0.225403330758517
6	King	all	NA	1	0.0367346938775539	0.480803040593539
8	King	all	NA	-1	-0.217687074829924	0.0692930439472706
4	Snohomish	all	NA	1	0.0285714285714286	0.880477139066561
6	Snohomish	all	NA	-1	-0.0244897959183686	0.72836083405213
8	Snohomish	all	NA	-1	-0.00850340136054009	0.838566097692322
4	Pierce	all	NA	-1	-0.157142857142857	0.1684781593797
6	Pierce	all	NA	-1	-0.114285714285712	0.244715734737966
8	Pierce	all	NA	-1	-0.192176870748281	0.0674514343455034
4	Ann Arbor	all	NA	1	0.0142857142857143	0.865160027507352
6	Ann Arbor	all	NA	1	0.0816326530612301	0.0820862798347561
8	Ann Arbor	all	NA	1	0.0714285714285645	0.027396043909122
4	Boston	all	NA	-1	-0.485714285714286	0.0570096664171105
6	Boston	all	NA	-1	-0.440816326530678	0.0047608985525637
8	Boston	all	NA	-1	-0.510204081632619	0.00032890221276996
4	San Diego	all	NA	-1	-0.371428571428571	0.835561561671244
6	San Diego	all	NA	-1	-0.457142857142921	0.488455164300915
8	San Diego	all	NA	-1	-1.21938775510204	0.0486566762081187
4	DC	all	NA	-1	-0.385714285714286	0.261036255469636
6	DC	all	NA	-1	-0.0285714285714407	0.859071772541964
8	DC	all	NA	-1	-0.134353741496604	0.241046949795058
