width	place	age	end.date	sign	slope	pval
7	state	all	NA	-1	-196.499999999925	0.660593039036054
14	state	all	NA	-1	-25.0615384616714	0.859380643195177
21	state	all	NA	-1	-7.15064935066794	0.92010495626568
28	state	all	NA	-1	-1.48604269291305	0.973113313842906
35	state	all	NA	-1	-4.13417366946815	0.896543174868281
42	state	all	NA	-1	-4.17883477839362	0.863249011032318
7	Island	all	NA	-1	-2.49999999999905	0.660642155240737
14	Island	all	NA	-1	-0.676923076925518	0.749421793664075
21	Island	all	NA	1	0.233766233766139	0.805345232490723
28	Island	all	NA	1	0.237274220032903	0.665635151593725
35	Island	all	NA	1	0.171428571428571	0.639970840075907
42	Island	all	NA	1	0.101126326877838	0.708542493737846
7	King	all	NA	-1	-58.2142857142635	0.660642155240737
14	King	all	NA	-1	-10.6109890110351	0.81204027776211
21	King	all	NA	-1	-0.919480519485618	0.966220655692879
28	King	all	NA	1	0.571428571435448	0.965622215678687
35	King	all	NA	-1	-1.33865546218498	0.890701296000759
42	King	all	NA	-1	-1.22648083624073	0.868316322297103
7	Ann Arbor	all	NA	-1	-16.4285714285664	0.363217467649223
14	Ann Arbor	all	NA	-1	-2.98021978022793	0.575340540551446
21	Ann Arbor	all	NA	-1	-1.24545454545566	0.648666767765544
28	Ann Arbor	all	NA	-1	-6.43951833606219	0.177170289702347
35	Ann Arbor	all	NA	-1	-3.35098039215693	0.296997187487055
42	Ann Arbor	all	NA	-1	-1.83494044242947	0.427088090072992
7	Boston	all	NA	1	3.05755458300152e-12	0.999999999999947
14	Boston	all	NA	1	0.384615384606637	0.978181583067068
21	Boston	all	NA	-1	-0.600000000001946	0.938309013826728
28	Boston	all	NA	-1	-1.43295019156653	0.792458302944681
35	Boston	all	NA	-1	-2.53333333333341	0.578083898896333
42	Boston	all	NA	-1	-2.58933635848285	0.493311895130196
7	San Diego	all	NA	1	8.71428571429604	0.957501300627855
14	San Diego	all	NA	1	0.843956043918056	0.986880057108617
21	San Diego	all	NA	1	1.48181818181205	0.954659901061945
28	San Diego	all	NA	-1	-1.49945265461212	0.931430332969097
35	San Diego	all	NA	-1	-11.9484593837538	0.427466260874887
42	San Diego	all	NA	-1	-12.0093185317367	0.382534091841546
7	DC	all	NA	1	2.28678763937268e-12	0.999999999999947
14	DC	all	NA	1	0.107692307685394	0.991937165716251
21	DC	all	NA	1	0.366233766232663	0.948915459781005
28	DC	all	NA	-1	-0.590859332235881	0.881427906991349
35	DC	all	NA	-1	-0.291596638655492	0.917014376059365
42	DC	all	NA	-1	-2.19876833320064	0.457445617254215
7	USA	all	NA	-1	-7493.07142856923	0.281970997366765
14	USA	all	NA	-1	-3283.8241758307	0.19051779306134
21	USA	all	NA	-1	-1235.4077922085	0.351490036203129
28	USA	all	NA	-1	-1071.06212369787	0.248579499122488
35	USA	all	NA	-1	-937.155742296933	0.169580515069115
42	USA	all	NA	-1	-1133.05915241996	0.0585869529683812
