width	place	age	end.date	sign	slope	pval
7	state	all	NA	-1	-3.6071428571428	0.100138058741022
14	state	all	NA	-1	-0.498901098901131	0.471928424045921
21	state	all	NA	-1	-0.441558441558479	0.263016904875948
28	state	all	NA	-1	-0.219485495347647	0.399250766950125
35	state	all	NA	-1	-0.151260504201628	0.426966163114955
42	state	all	NA	-1	-0.130540474839994	0.372649407502741
7	King	all	NA	-1	-0.642857142857143	0.0912671264745283
14	King	all	NA	-1	-0.276923076923097	0.148886002363799
21	King	all	NA	-1	-0.0935064935065026	0.31950547833631
28	King	all	NA	-1	-0.0577449370552838	0.369625942889414
35	King	all	NA	-1	-0.0535014005602046	0.30305088763923
42	King	all	NA	-1	-0.0610971558220625	0.150412443219087
7	Snohomish	all	NA	-1	-0.357142857142868	0.0925150055503619
14	Snohomish	all	NA	-1	-0.0505494505494692	0.439648645334867
21	Snohomish	all	NA	-1	-0.0428571428571527	0.255391456715364
28	Snohomish	all	NA	-1	-0.018336070060217	0.499580181689476
35	Snohomish	all	NA	-1	-0.0358543417367064	0.138126006868886
42	Snohomish	all	NA	-1	-0.0230937525322071	0.195011835974301
7	Pierce	all	NA	-1	-0.428571428571412	0.127464008158078
14	Pierce	all	NA	-1	-0.0175824175822748	0.829189272337149
21	Pierce	all	NA	-1	-0.00259740259737319	0.946354780799888
28	Pierce	all	NA	1	0.00629447181171078	0.80698051113061
35	Pierce	all	NA	-1	-0.0148459383753256	0.533630072390016
42	Pierce	all	NA	-1	-0.019366339842815	0.31301231757745
7	Ann Arbor	all	NA	-1	-0.0714285714285497	0.363217467649223
14	Ann Arbor	all	NA	-1	-0.0901098901100719	0.222108598006818
21	Ann Arbor	all	NA	-1	-0.0506493506493804	0.254369930018179
28	Ann Arbor	all	NA	-1	-0.0314723590585767	0.294787568259396
35	Ann Arbor	all	NA	-1	-0.0347338935574025	0.197763462918089
42	Ann Arbor	all	NA	-1	-0.0182319098938625	0.351579382273109
7	Boston	all	NA	1	1.6344388313558e-14	0.999999999999947
14	Boston	all	NA	-1	-0.0153846153846987	0.865091208205387
21	Boston	all	NA	-1	-9.83437457383004e-15	0.999999999999827
28	Boston	all	NA	1	0.0134099616858235	0.60025207925714
35	Boston	all	NA	-1	-0.0176470588235158	0.555575148105611
42	Boston	all	NA	-1	-0.00170164492343158	0.935114293429339
7	San Diego	all	NA	1	4.35360792691051e-14	0.999999999999947
14	San Diego	all	NA	1	0.0153846153845117	0.936255504635212
21	San Diego	all	NA	-1	-0.0181818181818503	0.872569758408372
28	San Diego	all	NA	-1	-0.0114942528735757	0.875940570629909
35	San Diego	all	NA	1	1.36498238150614e-14	0.999999999999784
42	San Diego	all	NA	1	0.0119115144639761	0.738511281461896
7	DC	all	NA	0	0	NA
14	DC	all	NA	-1	-0.0549450549451824	0.556538100127781
21	DC	all	NA	1	0.00649350649350425	0.873736353141373
28	DC	all	NA	1	0.0123152709359619	0.58712082647532
35	DC	all	NA	1	0.0112044817927143	0.436502861708196
42	DC	all	NA	-1	-0.0158820192853188	0.475128790897296
7	USA	all	NA	-1	-53.2857142856948	0.360222891886687
14	USA	all	NA	-1	-21.5648351648845	0.341269030560335
21	USA	all	NA	-1	-11.7597402597456	0.300654095509336
28	USA	all	NA	-1	-6.07963875205569	0.403159801943475
35	USA	all	NA	-1	-5.49131652660762	0.298475011528242
42	USA	all	NA	-1	-5.42103557248426	0.202933967436264
