width	place	age	end.date	sign	slope	pval
4	state	all	NA	1	70.1142857142857	0.0630509341974524
6	state	all	NA	1	3.65714285714523	0.879493577287613
8	state	all	NA	-1	-55.3163265306114	0.057451892563571
4	King	all	NA	1	45.7142857142857	0.0472180886340532
6	King	all	NA	1	18.1102040816364	0.137430346792993
8	King	all	NA	-1	-0.690476190476647	0.937452622392509
4	Snohomish	all	NA	1	7.21428571428572	0.2067579008937
6	Snohomish	all	NA	-1	-4.44897959183652	0.336305796589557
8	Snohomish	all	NA	-1	-6.4030612244896	0.0334569178808653
4	Pierce	all	NA	1	15.5285714285714	0.0346735664416084
6	Pierce	all	NA	1	5.52653061224558	0.220504448995236
8	Pierce	all	NA	-1	-3.24319727891149	0.444635931641283
4	Ann Arbor	all	NA	1	23.1714285714286	0.106069434299707
6	Ann Arbor	all	NA	1	7.98775510204242	0.23494831564034
8	Ann Arbor	all	NA	-1	-0.0119047619051118	0.997772594077143
4	Boston	all	NA	1	16.6571428571429	0.272901139064573
6	Boston	all	NA	1	3.93469387755198	0.536395482723538
8	Boston	all	NA	-1	-10.0867346938777	0.136371078891152
4	San Diego	all	NA	-1	-63.3142857142857	0.0146073371972052
6	San Diego	all	NA	-1	-76.3387755102091	0.00676782485213373
8	San Diego	all	NA	-1	-127.923469387751	0.000806857846598553
4	DC	all	NA	-1	-2.47142857142857	0.879552131034795
6	DC	all	NA	1	1.68571428571389	0.788480636455403
8	DC	all	NA	-1	-3.70238095238121	0.383219082786963
