DateTime,Date,Score,Rank,M All,M 100,M 40,M 20,Total
,09/09/2018,"117,510","3,543","116,920","116,905","116,905","116,975",623
,09/09/2018,"109,010","7,701","116,920","116,780","116,780","116,975",624
,09/09/2018,"104,900","8,340","116,920","116,720","116,780","116,710",625
,09/09/2018,"118,810","2,000","116,920","116,780","116,905","116,945",626
,09/09/2018,"113,040","6,626","116,920","116,720","116,780","116,375",627
09/10/2018 3:23 PM,09/10/2018,"114,560","5,897","116,895","116,720","116,710","116,375",628
,09/10/2018,"60,600","9,846","116,870","116,720","116,605","115,940",629
,09/10/2018,"106,110","8,194","116,860","116,720","116,605","115,185",630
,09/10/2018,"52,890","9,882","116,850","116,720","116,300","115,185",631
,09/10/2018,"119,430","1,265","116,860","116,720","116,605","115,185",632
,09/10/2018,"108,650","7,785","116,850","116,720","116,605","114,355",633
,09/10/2018,"113,120","6,590","116,845","116,720","116,605","113,635",634
,09/10/2018,"120,840",204,"116,850","116,720","116,605","113,635",635
,09/10/2018,"114,760","5,778","116,845","116,690","116,300","113,635",636
,09/10/2018,"113,100","6,598","116,840","116,690","116,300","113,110",637
,09/10/2018,"117,610","3,413","116,845","116,720","116,300","113,110",638
,09/10/2018,"116,340","4,680","116,840","116,690","116,435","113,110",639
09/10/2018 7:17 PM,09/10/2018,"117,120","3,941","116,845","116,690","116,435","113,840",640
,09/10/2018,"107,870","7,918","116,840","116,690","116,205","113,110",641
09/11/2018 2:06 PM,09/11/2018,"117,870","3,109","116,845","116,690","116,205","113,840",642
,09/11/2018,"120,200",561,"116,850","116,690","116,205","113,840",643
,09/11/2018,"114,510","5,917","116,845","116,690","116,205","114,535",644
,09/11/2018,"118,330","2,528","116,850","116,720","116,205","114,660",645
,09/11/2018,"118,890","1,900","116,860","116,780","116,205","114,660",646
,09/11/2018,"117,870","3,111","116,870","116,905","116,205","115,550",647
,09/11/2018,"118,170","2,748","116,895","116,905","116,510","116,730",648
,09/11/2018,"117,660","3,362","116,920","116,905","116,510","117,365",649
,09/11/2018,"120,110",630,"116,920","116,995","116,510","117,635",650
,09/11/2018,"114,300","6,049","116,920","116,995","116,510","117,635",651
,09/11/2018,"2,900","9,962","116,895","116,905","116,205","117,365",652
,09/11/2018,"120,260",507,"116,920","116,995","116,205","117,635",653
,09/11/2018,"120,280",493,"116,920","116,995","116,205","117,765",654
,09/11/2018,"117,960","2,997","116,920","117,060","116,205","117,765",655
,09/11/2018,"118,530","2,307","116,930","117,060","116,205","117,870",656
,09/11/2018,"111,520","7,114","116,920","117,060","116,205","117,870",657
,09/11/2018,"112,930","6,855","116,920","117,060","115,415","117,870",658
,09/11/2018,"114,860","5,737","116,920","116,995","115,465","117,870",659
09/12/2018 8:20 PM,09/12/2018,"112,380","6,857","116,895","116,905","115,465","117,870",660
,09/12/2018,"116,450","4,595","116,870","116,780","115,600","117,870",661
,09/12/2018,"108,490","7,882","116,860","116,780","115,600","117,765",662
,09/12/2018,"117,830","3,166","116,870","116,780","115,600","117,745",663
,09/12/2018,"115,720","5,178","116,860","116,720","116,030","117,745",664
,09/12/2018,"117,990","2,961","116,870","116,720","116,395","117,745",665
,09/12/2018,"114,590","5,886","116,860","116,690","116,030","117,055",666
09/13/2018 2:59 PM,09/13/2018,"96,360","9,086","116,850","116,605","116,030","116,085",667
,09/13/2018,"98,410","8,976","116,845","116,605","116,030","115,290",668
,09/13/2018,"97,590","9,017","116,840","116,490","116,030","114,725",669
09/13/2018 7:43 PM,09/13/2018,"92,760","9,268","116,840","116,395","116,030","114,445",670
,09/13/2018,"115,080","5,605","116,840","116,395","116,030","114,725",671
,09/13/2018,"97,870","8,999","116,830","116,395","115,400","114,725",672
09/14/2018 11:42 AM,09/14/2018,"115,600","5,276","116,820","116,205","115,660","114,725",673
,09/14/2018,"88,220","9,435","116,815","115,965","115,660","113,760",674
,09/14/2018,"116,390","4,646","116,810","115,965","115,660","113,760",675
09/15/2018 10:14 AM,09/15/2018,"118,410","2,439","116,815","115,965","116,030","113,760",676
,09/15/2018,"121,240",102,"116,820","115,965","116,365","114,725",677
,09/15/2018,"68,790","9,789","116,815","115,965","116,030","114,725",678
09/15/2018 8:18 PM,09/15/2018,"119,880",816,"116,820","116,205","116,055","114,835",679
,09/15/2018,"119,220","1,501","116,830","116,365","116,055","115,340",680
,09/15/2018,"120,260",509,"116,840","116,420","116,420","115,340",681
,09/15/2018,"114,890","5,723","116,830","116,365","116,055","115,340",682
,09/15/2018,"119,260","1,449","116,840","116,420","116,055","115,340",683
,09/15/2018,"119,200","1,527","116,840","116,420","116,420","115,340",684
,09/15/2018,"116,360","4,680","116,840","116,420","116,375","115,340",685
09/16/2018 12:44 PM,09/16/2018,"120,050",685,"116,840","116,490","116,375","115,980",686
,09/16/2018,"116,330","4,700","116,840","116,420","116,345","116,345",687
,09/16/2018,"81,910","9,593","116,830","116,375","116,025","116,345",688
,09/16/2018,"114,070","6,172","116,820","116,350","115,660","116,345",689
,09/16/2018,"112,650","6,775","116,815","116,350","115,340","116,345",690
,09/16/2018,"119,800",896,"116,820","116,350","115,660","116,375",691
,09/16/2018,"96,990","9,052","116,815","116,350","115,660","116,375",692
,09/16/2018,"115,750","5,168","116,810","116,350","115,660","116,375",693
09/16/2018 4:07 PM,09/16/2018,"115,010","5,663","116,810","116,350","115,340","116,375",694
,09/16/2018,"107,540","7,977","116,810","116,335","115,045","116,345",695
09/16/2018 7:16 PM,09/16/2018,"109,800","7,558","116,805","116,200","114,950","116,040",696
,09/16/2018,"118,410","2,442","116,810","116,335","115,045","116,040",697
,09/16/2018,"114,430","5,974","116,805","116,200","115,045","116,040",698
,09/16/2018,"120,990",165,"116,810","116,335","115,340","116,040",699
,09/16/2018,"112,420","6,843","116,805","116,200","115,340","115,380",700
,09/16/2018,"119,580","1,108","116,810","116,200","115,340","115,380",701
,09/16/2018,"112,130","6,937","116,805","115,965","115,340","115,380",702
,09/16/2018,"96,690","9,068","116,800","115,835","115,045","114,720",703
,09/16/2018,"119,700",989,"116,805","115,965","115,045","114,720",704
09/17/2018 6:07 AM,09/17/2018,"120,020",708,"116,810","115,965","115,045","114,720",705
,09/17/2018,"118,550","2,287","116,810","115,965","115,340","114,720",706
,09/17/2018,"121,120",127,"116,810","115,965","115,675","114,720",707
,09/17/2018,"118,000","2,956","116,815","116,200","116,040","115,380",708
,09/17/2018,"120,230",541,"116,820","116,200","116,345","116,875",709
,09/17/2018,"116,560","4,489","116,815","116,200","116,375","117,280",710
,09/17/2018,"117,290","3,777","116,820","116,335","116,475","116,925",711
,09/17/2018,"116,720","4,342","116,815","116,335","116,640","117,005",712
,09/17/2018,"87,640","9,449","116,810","116,200","116,640","117,005",713
,09/17/2018,"119,210","1,519","116,815","116,200","117,005","117,645",714
,09/17/2018,"117,440","3,612","116,820","116,200","117,365","117,720",715
,09/17/2018,"120,100",644,"116,830","116,200","117,365","118,205",716
,09/17/2018,"118,660","2,177","116,840","116,335","117,365","118,275",717
,09/17/2018,"119,220","1,505","116,840","116,335","117,720","118,605",718
,09/17/2018,"120,240",531,"116,840","116,350","117,720","118,605",719
,09/17/2018,"120,090",658,"116,845","116,375","117,720","118,935",720
,09/17/2018,"117,590","3,451","116,850","116,420","117,515","118,605",721
,09/17/2018,"70,290","9,778","116,845","116,420","117,515","118,605",722
,09/17/2018,"102,390","8,637","116,840","116,375","117,365","118,605",723
,09/17/2018,"117,270","3,803","116,845","116,420","117,280","118,275",724
,09/17/2018,"104,540","8,397","116,840","116,420","117,280","117,795",725
,09/17/2018,"107,800","7,934","116,840","116,375","116,995","117,515",726
,09/17/2018,"116,040","4,945","116,840","116,375","116,995","117,365",727
,09/17/2018,"118,070","2,884","116,840","116,420","117,280","117,365",728
,09/17/2018,"118,130","2,806","116,840","116,505","117,365","117,365",729
,09/17/2018,"101,770","8,699","116,840","116,505","117,365","117,365",730
,09/17/2018,"116,160","4,860","116,840","116,505","117,280","117,355",731
,09/17/2018,"116,330","4,704","116,830","116,420","117,280","117,355",732
,09/17/2018,"109,000","7,711","116,820","116,420","117,280","117,355",733
,09/17/2018,"109,870","7,549","116,815","116,420","117,280","116,800",734
,09/17/2018,"120,390",420,"116,820","116,420","117,365","116,800",735
,09/17/2018,"121,300",91,"116,830","116,505","117,515","116,800",736
,09/17/2018,"113,380","6,491","116,820","116,505","117,365","116,245",737
,09/17/2018,"119,900",807,"116,830","116,505","117,515","116,245",738
,09/17/2018,"118,230","2,683","116,840","116,640","117,515","116,245",739
,09/17/2018,"111,630","7,098","116,830","116,505","117,515","116,100",740
,09/17/2018,"119,910",796,"116,840","116,640","117,515","116,100",741
,09/17/2018,"119,470","1,234","116,840","116,640","117,795","116,245",742
,09/17/2018,"105,810","8,238","116,840","116,505","117,795","116,245",743
,09/17/2018,"114,810","5,775","116,830","116,505","117,515","116,100",744
,09/17/2018,"81,240","9,617","116,820","116,420","117,365","116,100",745
,09/17/2018,"117,230","3,843","116,830","116,420","117,280","116,245",746
,09/17/2018,"102,260","8,651","116,820","116,375","117,250","116,245",747
,09/17/2018,"117,370","3,696","116,830","116,375","117,250","116,245",748
09/17/2018 9:50 PM,09/17/2018,"110,720","7,327","116,820","116,345","116,975","115,485",749
,09/17/2018,"118,470","2,385","116,830","116,345","117,250","116,245",750
,09/17/2018,"117,730","3,299","116,840","116,375","117,250","116,780",751
,09/17/2018,"118,080","2,874","116,840","116,420","117,320","117,300",752
,09/17/2018,"114,950","5,699","116,840","116,375","117,320","117,300",753
,09/17/2018,"109,330","7,654","116,830","116,345","117,250","117,300",754
,09/17/2018,"106,780","8,065","116,820","116,330","116,780","116,090",755
,09/17/2018,"77,500","9,679","116,815","116,245","116,245","114,880",756
09/18/2018 9:34 PM,09/18/2018,"120,120",625,"116,820","116,330","116,245","116,090",757
,09/18/2018,"118,220","2,698","116,830","116,345","116,245","116,090",758
09/21/2018 2:54 PM,09/21/2018,"113,140","6,596","116,820","116,345","116,100","114,880",759
,09/21/2018,"116,030","4,952","116,815","116,345","116,035","115,490",760
,09/21/2018,"120,580",329,"116,820","116,345","116,035","115,490",761
,09/21/2018,"115,360","5,447","116,815","116,345","116,035","115,155",762
,09/21/2018,"121,490",63,"116,820","116,345","116,100","115,695",763
,09/21/2018,"82,910","9,574","116,815","116,345","116,035","115,695",764
09/21/2018 8:31 PM,09/21/2018,"117,100","3,979","116,820","116,345","116,100","116,565",765
,09/21/2018,"118,050","2,908","116,830","116,375","116,245","116,565",766
,09/21/2018,"120,990",168,"116,840","116,475","116,715","117,235",767
,09/21/2018,"107,670","7,960","116,830","116,475","116,245","116,565",768
,09/21/2018,"117,750","3,274","116,840","116,640","116,245","117,415",769
,09/21/2018,"110,000","7,518","116,830","116,640","116,245","116,565",770
,09/21/2018,"116,620","4,442","116,820","116,670","116,475","116,325",771
,09/21/2018,"121,900",18,"116,830","116,910","116,860","116,325",772
09/22/2018 5:05 PM,09/22/2018,"118,190","2,734","116,840","117,165","117,165","116,860",773
,09/22/2018,"114,760","5,800","116,830","117,165","117,165","116,860",774
,09/22/2018,"119,850",859,"116,840","117,250","117,165","117,425",775
,09/22/2018,"118,920","1,874","116,840","117,250","117,165","117,900",776
,09/22/2018,"114,510","5,938","116,840","117,165","117,165","117,425",777
,09/22/2018,"118,700","2,131","116,840","117,250","117,165","117,425",778
,09/22/2018,"115,370","5,441","116,840","117,165","116,860","117,425",779
,09/22/2018,"102,760","8,598","116,830","116,910","116,860","117,425",780
,09/22/2018,"112,520","6,813","116,820","116,670","116,325","116,860",781
,09/22/2018,"101,810","8,698","116,815","116,670","115,700","116,860",782
09/22/2018 6:50 PM,09/22/2018,"116,280","4,750","116,810","116,590","116,155","116,450",783
,09/22/2018,"120,800",226,"116,815","116,590","116,450","116,860",784
,09/22/2018,"117,790","3,221","116,820","116,670","116,860","117,185",785
,09/22/2018,"120,100",649,"116,830","116,670","116,860","117,185",786
,09/22/2018,"110,480","7,386","116,820","116,670","116,860","116,450",787
,09/22/2018,"114,580","5,906","116,815","116,670","116,450","116,450",788
,09/22/2018,"117,610","3,432","116,820","116,910","116,860","116,450",789
,09/22/2018,"115,680","5,228","116,815","116,910","116,450","116,450",790
,09/22/2018,"9,260","9,955","116,810","116,670","116,155","115,980",791
09/23/2018 2:09 PM,09/23/2018,"110,430","7,397","116,810","116,670","115,855","115,525",792
,09/23/2018,"114,970","5,693","116,810","116,670","115,855","115,170",793
,09/23/2018,"117,390","3,673","116,810","116,910","116,155","115,525",794
,09/23/2018,"118,860","1,949","116,810","117,165","116,450","115,525",795
,09/23/2018,"104,630","8,388","116,810","117,165","116,450","115,170",796
,09/23/2018,"118,450","2,401","116,810","117,165","116,450","115,525",797
,09/23/2018,"119,060","1,721","116,815","117,250","116,450","115,525",798
,09/23/2018,"6,220","9,959","116,810","117,165","116,450","115,325",799
09/23/2018 7:35 PM,09/23/2018,"117,760","3,262","116,815","117,250","116,860","115,980",800
,09/23/2018,"107,100","8,038","116,810","117,165","116,450","115,980",801
,09/23/2018,"108,100","7,881","116,810","117,165","116,450","115,980",802
,09/23/2018,"65,030","9,821","116,810","117,165","115,980","115,325",803
,09/23/2018,"108,620","7,793","116,805","116,910","115,980","114,775",804
,09/23/2018,"119,740",961,"116,810","116,910","115,980","114,775",805
09/24/2018 2:19 PM,09/24/2018,"111,350","7,150","116,805","116,670","115,525","112,965",806
,09/24/2018,"111,580","7,104","116,800","116,590","115,170","113,080",807
,09/24/2018,"119,180","1,564","116,805","116,590","115,525","113,275",808
,09/24/2018,"119,720",981,"116,810","116,590","115,525","113,275",809
,09/24/2018,"119,450","1,264","116,810","116,670","115,980","113,275",810
,09/24/2018,"118,010","2,960","116,810","116,670","115,980","116,180",811
,09/24/2018,"116,300","4,740","116,810","116,475","115,980","116,845",812
,09/24/2018,"111,750","7,060","116,810","116,475","115,525","116,845",813
,09/24/2018,"112,220","6,913","116,805","116,315","115,525","114,260",814
09/24/2018 4:28 PM,09/24/2018,"114,640","5,876","116,800","116,290","115,170","113,430",815
,09/24/2018,"108,460","7,830","116,790","116,220","114,805","113,430",816
,09/24/2018,"102,140","8,662","116,780","116,100","114,805","111,985",817
,09/24/2018,"102,590","8,616","116,775","116,035","114,610","111,665",818
09/24/2018 7:22 PM,09/24/2018,"119,140","1,618","116,780","116,035","114,610","111,985",819
,09/24/2018,"115,200","5,550","116,775","115,855","114,805","111,985",820
,09/24/2018,"98,910","8,929","116,770","115,525","114,805","111,985",821
,09/24/2018,"106,060","8,211","116,755","115,525","114,805","111,985",822
,09/24/2018,"100,350","8,816","116,740","115,525","114,610","111,985",823
09/25/2018 10:55 AM,09/25/2018,"118,090","2,869","116,755","115,525","114,610","113,430",824
09/25/2018 1:14 PM,09/25/2018,"118,160","2,779","116,770","115,855","114,610","113,430",825
,09/25/2018,"111,430","7,138","116,755","115,855","113,400","113,430",826
,09/25/2018,"119,140","1,618","116,770","115,855","114,610","114,920",827
,09/25/2018,"94,330","9,210","116,755","115,525","113,430","113,430",828
,09/25/2018,"48,100","9,905","116,740","115,365","111,985","111,985",829
,09/25/2018,"117,630","3,415","116,755","115,525","111,985","111,985",830
09/25/2018 8:06 PM,09/25/2018,"118,700","2,138","116,770","115,525","113,430","111,985",831
,09/25/2018,"120,370",436,"116,775","115,525","114,805","111,985",832
,09/25/2018,"116,270","4,771","116,770","115,855","114,920","113,430",833
,09/25/2018,"117,550","3,519","116,775","116,150","114,920","114,920",834
,09/25/2018,"114,650","5,875","116,770","115,855","114,645","114,925",835
,09/25/2018,"111,490","7,127","116,755","115,525","114,645","114,925",836
,09/25/2018,"98,500","8,969","116,740","115,525","113,430","114,925",837
09/26/2018 11:29 AM,09/26/2018,"115,740","5,186","116,735","115,525","113,430","115,470",838
,09/26/2018,"28,690","9,941","116,730","115,365","113,430","114,925",839
09/26/2018 3:49 PM,09/26/2018,"116,950","4,132","116,735","115,525","113,430","115,195",840
,09/26/2018,"118,400","2,468","116,740","115,525","114,645","116,005",841
09/27/2018 2:17 PM,09/27/2018,"121,120",130,"116,755","115,525","114,925","116,610",842
,09/27/2018,"119,450","1,265","116,770","115,710","115,470","117,250",843
,09/27/2018,"120,490",371,"116,775","115,885","116,005","117,250",844
,09/27/2018,"114,880","5,747","116,770","115,885","115,470","116,610",845
,09/27/2018,"118,220","2,709","116,775","115,885","116,005","117,250",846
,09/27/2018,"97,780","9,010","116,770","115,885","116,005","116,610",847
,09/27/2018,"108,680","7,784","116,755","115,710","115,470","116,610",848
,09/27/2018,"85,040","9,519","116,740","115,710","115,040","116,610",849
,09/27/2018,"118,650","2,196","116,755","115,710","115,040","116,610",850
,09/27/2018,"119,530","1,178","116,770","115,710","115,040","116,610",851
,09/27/2018,"118,840","1,989","116,775","115,710","115,040","116,610",852
,09/27/2018,"117,390","3,684","116,780","115,885","115,470","117,170",853
,09/27/2018,"113,910","6,262","116,775","115,885","115,470","116,345",854
,09/27/2018,"118,240","2,682","116,780","116,150","116,005","117,170",855
,09/27/2018,"120,250",526,"116,790","116,275","116,610","117,805",856
,09/27/2018,"101,560","8,723","116,780","116,150","116,610","117,805",857
,09/27/2018,"97,250","9,035","116,775","115,885","116,610","117,805",858
,09/27/2018,"113,880","6,269","116,770","115,885","116,005","117,805",859
,09/27/2018,"119,520","1,185","116,775","116,005","116,610","118,230",860
,09/27/2018,"121,050",157,"116,780","116,005","117,170","118,230",861
09/27/2018 6:56 PM,09/27/2018,"97,550","9,019","116,775","116,005","117,170","117,805",862
,09/27/2018,"112,940","6,680","116,770","115,710","117,170","116,135",863
,09/27/2018,"101,400","8,731","116,755","115,710","116,610","114,395",864
,09/27/2018,"116,590","4,474","116,740","115,710","116,430","115,250",865
09/28/2018 11:57 AM,09/28/2018,"119,000","1,783","116,755","115,710","116,770","115,250",866
,09/28/2018,"114,150","6,136","116,740","115,525","116,430","115,370",867
,09/28/2018,"120,610",320,"116,755","115,710","116,770","116,990",868
09/29/2018 11:07 AM,09/29/2018,"115,550","5,334","116,740","115,615","116,770","116,990",869
,09/29/2018,"120,780",242,"116,755","115,710","116,770","116,990",870
,09/29/2018,"113,120","6,608","116,740","115,615","116,430","116,070",871
,09/29/2018,"114,120","6,152","116,735","115,460","116,005","114,850",872
,09/29/2018,"112,520","6,810","116,730","115,285","115,645","114,135",873
,09/29/2018,"121,550",53,"116,735","115,460","115,645","114,850",874
,09/29/2018,"120,710",281,"116,740","115,460","116,165","114,850",875
,09/29/2018,"112,050","6,972","116,735","115,285","116,165","114,135",876
,09/29/2018,"117,560","3,505","116,740","115,460","116,770","114,850",877
,09/29/2018,"108,790","7,758","116,735","115,285","116,770","114,850",878
,09/29/2018,"104,520","8,400","116,730","115,085","116,770","114,850",879
09/29/2018 12:35 PM,09/29/2018,"116,860","4,235","116,735","115,375","116,725","114,850",880
,09/29/2018,"64,500","9,825","116,730","115,375","116,070","114,135",881
,09/29/2018,"117,090","3,999","116,735","115,615","116,070","114,850",882
,09/29/2018,"118,650","2,199","116,740","115,615","116,070","116,070",883
,09/29/2018,"116,920","4,160","116,755","115,615","116,070","116,725",884
09/29/2018 3:07 PM,09/29/2018,"117,960","3,020","116,770","115,615","116,725","116,890",885
,09/29/2018,"116,660","4,414","116,755","115,615","116,625","116,760",886
,09/29/2018,"1,740","9,967","116,740","115,615","116,625","116,760",887
09/29/2018 7:12 PM,09/29/2018,"117,170","3,924","116,755","115,710","116,760","116,760",888
,09/29/2018,"117,300","3,781","116,770","115,710","116,890","116,890",889
,09/29/2018,"110,030","7,509","116,755","115,645","116,760","116,760",890
,09/29/2018,"74,380","9,719","116,740","115,645","116,625","116,760",891
09/30/2018 12:25 PM,09/30/2018,"112,670","6,772","116,735","115,645","116,070","116,760",892
,09/30/2018,"116,570","4,491","116,730","116,005","116,060","116,760",893
,09/30/2018,"120,260",518,"116,735","116,005","116,580","116,760",894
,09/30/2018,"107,750","7,946","116,730","115,645","116,060","116,615",895
,09/30/2018,"117,380","3,692","116,735","116,005","116,060","116,760",896
,09/30/2018,"118,270","2,634","116,740","116,005","116,580","116,760",897
,09/30/2018,"121,130",129,"116,755","116,005","116,625","116,890",898
,09/30/2018,"117,220","3,868","116,770","116,285","116,760","117,005",899
,09/30/2018,"116,240","4,800","116,755","116,255","116,625","117,005",900
,09/30/2018,"119,040","1,743","116,770","116,285","116,625","117,130",901
,09/30/2018,"117,020","4,064","116,775","116,435","116,760","117,095",902
,09/30/2018,"119,000","1,785","116,780","116,580","116,890","117,095",903
,09/30/2018,"120,210",569,"116,790","116,625","116,970","117,195",904
09/30/2018 3:56 PM,09/30/2018,"66,410","9,809","116,780","116,580","116,970","117,095",905
,09/30/2018,"118,030","2,941","116,790","116,625","116,970","117,195",906
,09/30/2018,"117,100","3,993","116,800","116,760","117,055","117,195",907
09/30/2018 7:03 PM,09/30/2018,"118,520","2,337","116,805","116,760","117,055","117,260",908
,09/30/2018,"117,910","3,087","116,810","116,760","117,095","117,300",909
,09/30/2018,"117,510","3,574","116,810","116,760","117,095","117,445",910
,09/30/2018,"117,860","3,153","116,810","116,760","117,135","117,685",911
,09/30/2018,"120,490",376,"116,815","116,890","117,195","117,885",912
,09/30/2018,"107,940","7,914","116,810","116,890","117,195","117,885",913
,09/30/2018,"117,630","3,418","116,815","116,935","117,195","117,745",914
10/01/2018 1:51 PM,10/01/2018,"118,700","2,142","116,820","117,135","117,445","118,275",919
,10/01/2018,"103,490","8,515","116,815","117,135","117,445","118,275",920
,10/01/2018,"118,030","2,940","116,820","117,195","117,570","118,030",921
,10/01/2018,"118,280","2,618","116,830","117,260","117,745","118,155",922
,10/01/2018,"101,950","8,673","116,820","117,260","117,570","118,030",923
,10/01/2018,"120,280",502,"116,830","117,260","117,745","118,030",924
,10/01/2018,"113,170","6,590","116,820","117,195","117,570","118,030",925
,10/01/2018,620,"9,972","116,815","117,195","117,570","117,970",926
10/02/2018 1:07 PM,10/02/2018,"97,750","9,010","116,810","117,135","117,570","117,970",927
,10/02/2018,"117,600","3,453","116,815","117,195","117,615","117,885",928
,10/02/2018,"108,100","7,882","116,810","117,195","117,615","117,745",929
,10/02/2018,"110,910","7,284","116,810","117,135","117,615","117,745",930
,10/02/2018,"118,980","1,813","116,810","117,135","117,745","117,830",931
,10/02/2018,"115,950","5,027","116,810","117,095","117,745","117,615",932
,10/02/2018,"7,600","9,956","116,810","117,095","117,745","117,615",933
,10/02/2018,"120,870",205,"116,810","117,095","117,745","117,815",934
,10/02/2018,"116,800","4,294","116,810","117,095","117,745","117,200",935
,10/02/2018,"119,400","1,309","116,810","117,135","117,885","117,200",936
,10/02/2018,"118,340","2,537","116,810","117,195","117,885","117,200",937
,10/02/2018,"117,230","3,856","116,815","117,225","117,745","117,015",938
,10/02/2018,"118,340","2,536","116,820","117,265","117,885","117,015",939
,10/02/2018,"118,210","2,728","116,830","117,340","117,970","117,415",940
,10/02/2018,"103,410","8,523","116,820","117,265","117,885","117,015",941
,10/02/2018,"119,180","1,567","116,830","117,265","117,970","117,015",942
,10/02/2018,"116,430","4,637","116,820","117,225","117,885","117,015",943
,10/02/2018,"111,990","6,990","116,815","117,195","117,745","116,615",944
10/03/2018 11:44 AM,10/03/2018,"113,010","6,651","116,810","117,195","117,745","116,615",945
,10/03/2018,"108,090","7,885","116,810","117,135","117,615","116,615",946
,10/03/2018,"114,780","5,794","116,810","117,135","117,615","116,615",947
,10/03/2018,"116,870","4,226","116,810","117,135","117,555","116,615",948
,10/03/2018,"117,640","3,400","116,810","117,195","117,555","116,835",949
,10/03/2018,"116,950","4,136","116,815","117,135","117,415","116,910",950
,10/03/2018,"119,720",989,"116,820","117,135","117,415","116,910",951
,10/03/2018,"120,130",628,"116,830","117,135","117,415","117,090",952
,10/03/2018,"118,350","2,524","116,840","117,135","117,615","117,435",953
,10/03/2018,"118,160","2,785","116,840","117,195","117,620","117,435",954
10/03/2018 4:53 PM,10/03/2018,"118,600","2,249","116,840","117,195","117,620","117,900",955
,10/03/2018,"117,720","3,331","116,845","117,195","117,620","117,680",956
,10/03/2018,"122,130",8,"116,850","117,225","117,620","117,680",957
10/03/2018 7:16 PM,10/03/2018,"120,490",376,"116,855","117,265","117,620","117,940",958
,10/03/2018,"118,510","2,348","116,860","117,340","117,620","117,940",959
,10/03/2018,"119,780",927,"116,865","117,340","117,680","117,940",960
,10/03/2018,"117,610","3,445","116,870","117,340","117,625","117,940",961
,10/03/2018,"116,750","4,353","116,865","117,340","117,605","117,680",962
10/04/2018 12:46 PM,10/04/2018,"110,920","7,285","116,860","117,340","117,605","117,680",963
,10/04/2018,"119,790",924,"116,865","117,445","117,605","117,940",964
10/04/2018 4:04 PM,10/04/2018,"119,310","1,414","116,870","117,535","117,625","118,255",965
,10/04/2018,"118,150","2,801","116,870","117,535","117,680","118,255",966
,10/04/2018,"117,550","3,526","116,870","117,555","117,680","118,255",967
,10/04/2018,"30,560","9,935","116,870","117,530","117,680","118,255",968
,10/04/2018,"107,470","7,997","116,870","117,530","117,680","118,255",969
,10/04/2018,"118,950","1,852","116,870","117,530","117,935","118,430",970
,10/04/2018,"112,120","6,950","116,870","117,530","117,680","118,255",971
,10/04/2018,"119,030","1,754","116,870","117,555","117,935","118,255",972
,10/04/2018,"122,030",13,"116,870","117,580","118,155","118,335",973
,10/04/2018,"85,540","9,510","116,870","117,555","117,935","118,330",974
,10/04/2018,"107,360","8,012","116,870","117,530","117,935","117,935",975
,10/04/2018,"105,200","8,313","116,865","117,530","117,680","117,880",976
,10/04/2018,"115,090","5,631","116,860","117,445","117,625","117,580",977
10/06/2018 9:47 AM,10/06/2018,"83,370","9,561","116,855","117,445","117,625","117,150",978
,10/06/2018,"67,650","9,801","116,850","117,445","117,580","115,920",979
,10/06/2018,"118,610","2,243","116,855","117,530","117,580","115,920",980
,10/06/2018,"119,860",861,"116,860","117,575","117,625","115,920",981
,10/06/2018,"120,620",319,"116,865","117,605","117,625","116,320",982
,10/06/2018,"105,260","8,310","116,860","117,575","117,625","116,320",983
,10/06/2018,"112,010","6,993","116,855","117,575","117,625","113,605",984
,10/06/2018,"114,570","5,929","116,850","117,530","117,625","113,345",985
,10/06/2018,"116,870","4,240","116,855","117,530","117,625","113,345",986
,10/06/2018,"109,040","7,704","116,850","117,530","117,625","112,065",987
10/06/2018 3:16 PM,10/06/2018,"110,810","7,312","116,845","117,530","117,625","112,065",988
,10/06/2018,"114,840","5,779","116,840","117,530","117,580","113,345",989
,10/06/2018,"118,240","2,690","116,845","117,575","117,665","113,345",990
,10/06/2018,"114,360","6,047","116,840","117,575","117,580","114,465",991
,10/06/2018,"117,010","4,090","116,845","117,575","117,280","114,465",992
,10/06/2018,"113,230","6,569","116,840","117,575","116,940","113,795",993
,10/06/2018,"120,400",429,"116,845","117,575","116,940","114,465",994
,10/06/2018,"120,310",486,"116,850","117,605","116,940","114,705",995
,10/06/2018,"118,160","2,795","116,855","117,620","116,940","114,965",996
,10/06/2018,"119,580","1,131","116,860","117,620","116,940","115,855",997
,10/06/2018,"119,680","1,039","116,865","117,620","116,940","116,940",998
,10/06/2018,"116,950","4,153","116,870","117,620","116,910","116,980",999
,10/06/2018,"115,500","5,390","116,865","117,620","116,810","116,910",1000
,10/06/2018,"121,760",31,"116,870","117,620","116,810","116,910",1001
,10/06/2018,"109,310","7,662","116,865","117,620","116,185","116,185",1002
,10/06/2018,"116,550","4,539","116,860","117,605","116,710","116,710",1003
,10/06/2018,"109,380","7,644","116,855","117,575","116,025","116,710",1004
,10/06/2018,"118,880","1,944","116,860","117,605","116,025","116,910",1005
10/06/2018 7:20 PM,10/06/2018,"100,500","8,799","116,855","117,575","115,295","116,750",1006
,10/06/2018,"100,480","8,803","116,850","117,575","114,965","116,750",1007
,10/06/2018,"117,530","3,554","116,855","117,540","115,295","116,980",1008
