DateTime,Date,Score,Rank,M All,M 100,M 40,M 20,Total
,04/29/2019,"114,140","6,427","117,060","117,620","118,810","118,095",1201
,04/29/2019,"119,090","1,931","117,080","117,685","118,960","118,095",1202
,04/29/2019,"114,310","6,358","117,060","117,620","118,960","118,095",1203
,04/29/2019,"120,010",868,"117,080","117,685","119,060","118,415",1204
,04/29/2019,"117,640","3,786","117,100","117,685","119,060","118,415",1205
,04/29/2019,"102,880","8,721","117,080","117,685","119,060","118,415",1206
,04/29/2019,"118,410","2,785","117,100","117,685","119,060","118,255",1207
,04/29/2019,"104,620","8,543","117,080","117,685","118,880","118,095",1208
,04/29/2019,"119,060","1,972","117,100","117,685","118,880","118,095",1209
,04/29/2019,"121,630",66,"117,105","117,685","118,880","118,255",1210
,04/29/2019,"117,860","3,510","117,110","117,685","118,570","118,255",1211
,04/29/2019,"96,230","9,193","117,105","117,685","118,255","118,255",1212
04/30/2019 5:25 PM,04/30/2019,"116,810","4,681","117,100","117,685","118,095","118,250",1213
,04/30/2019,"71,130","9,785","117,080","117,685","118,020","117,975",1214
,04/30/2019,"119,370","1,580","117,100","117,765","118,095","117,975",1215
,04/30/2019,"119,350","1,612","117,105","117,850","118,095","117,975",1216
,04/30/2019,"87,660","9,511","117,100","117,775","118,020","117,750",1217
05/01/2019 5:14 PM,05/01/2019,"113,940","6,519","117,080","117,775","117,905","117,750",1218
,05/01/2019,"118,550","2,627","117,100","117,905","118,020","117,750",1219
,05/01/2019,"99,050","9,027","117,080","117,905","118,020","117,225",1220
,05/01/2019,"116,870","4,623","117,060","117,905","117,905","117,255",1221
,05/01/2019,"102,120","8,789","117,045","117,775","117,750","116,840",1222
,05/01/2019,"81,540","9,650","117,030","117,775","117,750","116,840",1223
05/02/2019 4:59 PM,05/02/2019,"119,260","1,703","117,045","117,775","117,750","116,840",1224
,05/02/2019,"108,170","8,032","117,030","117,685","117,750","115,375",1225
,05/02/2019,"116,490","4,961","117,030","117,660","117,750","116,650",1226
,05/02/2019,"82,100","9,630","117,030","117,490","117,255","115,215",1227
,05/02/2019,"84,450","9,582","117,025","117,490","116,840","115,215",1228
05/03/2019 12:00 PM,05/03/2019,"119,740","1,134","117,030","117,660","116,840","115,215",1229
,05/03/2019,"101,430","8,849","117,025","117,660","116,840","111,055",1230
,05/03/2019,"121,320",124,"117,030","117,685","117,255","111,055",1231
,05/03/2019,"113,140","6,846","117,025","117,685","117,255","113,540",1232
,05/03/2019,"119,900",976,"117,030","117,685","117,255","113,540",1233
,05/03/2019,"120,390",536,"117,030","117,775","117,255","115,215",1234
,05/03/2019,"117,970","3,378","117,030","117,775","117,255","115,215",1235
,05/03/2019,"96,820","9,159","117,030","117,775","116,840","113,540",1236
,05/03/2019,"112,520","7,046","117,030","117,775","116,650","113,540",1237
,05/03/2019,"116,590","4,866","117,025","117,665","116,700","114,815",1238
,05/03/2019,"119,980",893,"117,030","117,775","116,700","114,815",1239
,05/03/2019,"109,630","7,769","117,025","117,775","116,540","114,815",1240
,05/03/2019,"109,020","7,884","117,020","117,665","116,540","112,830",1241
,05/03/2019,"117,690","3,725","117,025","117,690","116,540","114,815",1242
,05/03/2019,"116,650","4,822","117,020","117,665","116,620","116,540",1243
,05/03/2019,"120,390",262,"117,025","117,665","116,620","116,540",1244
,05/03/2019,"113,410","6,745","117,020","117,490","116,540","116,540",1245
05/04/2019 1:23 PM,05/04/2019,"106,980","8,219","117,020","117,490","116,540","115,000",1246
,05/04/2019,"111,160","7,418","117,020","117,335","115,215","115,000",1247
,05/04/2019,"106,660","8,272","117,020","117,335","115,215","115,000",1248
,05/04/2019,"109,320","7,827","117,020","117,335","113,675","113,275",1249
,05/04/2019,"108,480","7,980","117,020","117,100","113,275","113,275",1250
,05/04/2019,"113,770","6,591","117,020","117,100","113,275","113,275",1251
,05/04/2019,"88,570","9,483","117,010","117,100","113,275","112,965",1252
,05/04/2019,"114,080","6,454","117,000","116,840","113,275","112,965",1253
,05/04/2019,"110,190","7,660","117,000","116,840","113,275","111,840",1254
,05/04/2019,"118,120","3,187","117,000","117,100","113,275","111,840",1255
,05/04/2019,"118,540","2,641","117,010","117,335","113,275","112,965",1256
,05/04/2019,"121,270",137,"117,020","117,490","113,590","113,590",1257
,05/04/2019,"119,440","1,497","117,020","117,490","113,590","113,590",1258
,05/04/2019,"118,490","2,693","117,020","117,665","113,590","113,590",1259
,05/04/2019,"114,270","6,363","117,020","117,665","113,925","113,925",1260
,05/04/2019,"119,500","1,431","117,020","117,665","113,925","114,175",1261
,05/04/2019,"117,470","4,001","117,020","117,555","114,175","114,175",1262
,05/04/2019,"119,500","1,431","117,020","117,665","115,380","114,175",1263
,05/04/2019,"118,960","2,099","117,020","117,665","115,380","114,175",1264
,05/04/2019,"116,170","5,238","117,020","117,665","116,330","115,220",1265
,05/04/2019,"119,280","1,690","117,020","117,665","116,380","116,820",1266
,05/04/2019,"116,650","4,825","117,020","117,665","116,620","117,060",1267
,05/04/2019,"118,890","2,193","117,020","117,665","116,650","117,795",1268
,05/04/2019,"120,370",546,"117,020","117,665","116,650","118,305",1269
,05/04/2019,"118,970","2,085","117,025","117,665","117,060","118,515",1270
,05/04/2019,"121,160",170,"117,030","117,665","117,060","118,715",1271
,05/04/2019,"114,920","6,053","117,025","117,555","117,060","118,715",1272
,05/04/2019,"119,840","1,041","117,030","117,555","117,060","118,925",1273
,05/04/2019,"119,600","1,303","117,030","117,555","117,060","118,965",1274
,05/04/2019,"121,420",106,"117,030","117,665","117,060","119,125",1275
,05/04/2019,"117,450","4,027","117,045","117,555","117,460","119,125",1276
,05/04/2019,"117,290","4,204","117,060","117,460","117,460","118,965",1277
,05/04/2019,"121,510",87,"117,080","117,460","117,580","118,965",1278
,05/04/2019,"119,190","1,801","117,100","117,555","117,580","119,080",1279
,05/04/2019,"118,930","2,147","117,105","117,665","117,905","119,080",1280
,05/04/2019,"119,010","2,043","117,110","117,665","118,305","118,990",1281
,05/04/2019,"117,010","4,481","117,105","117,555","118,305","118,990",1282
,05/04/2019,"120,520",460,"117,110","117,665","118,515","118,990",1283
05/06/2019 12:22 PM,05/06/2019,"118,730","2,401","117,110","117,665","118,515","118,990",1284
,05/06/2019,"97,340","9,127","117,110","117,665","118,515","118,990",1285
,05/06/2019,"100,420","8,936","117,105","117,665","118,515","118,950",1286
05/06/2019 3:58 PM,05/06/2019,"117,340","4,143","117,110","117,555","118,515","118,950",1287
,05/06/2019,"109,320","7,832","117,105","117,460","118,515","118,950",1288
,05/06/2019,"100,740","8,911","117,100","117,395","118,515","118,830",1289
,05/06/2019,"116,890","4,605","117,080","117,395","118,515","118,090",1290
05/06/2019 7:40 PM,05/06/2019,"112,490","7,067","117,060","117,395","118,515","117,395",1291
,05/06/2019,"117,270","4,227","117,080","117,395","118,515","117,395",1292
,05/06/2019,"119,240","1,735","117,100","117,395","118,635","117,395",1293
,05/06/2019,"119,390","1,559","117,105","117,395","118,810","117,395",1294
,05/06/2019,"118,830","2,284","117,110","117,395","118,860","117,395",1295
,05/06/2019,"121,000",240,"117,110","117,395","118,910","118,035",1296
,05/06/2019,"117,550","3,913","117,110","117,395","118,860","118,140",1297
,05/06/2019,"119,080","1,953","117,115","117,460","118,860","118,140",1298
,05/06/2019,"98,860","9,046","117,110","117,395","118,860","117,445",1299
,05/06/2019,"117,310","4,178","117,115","117,325","118,860","117,325",1300
05/07/2019 12:56 PM,05/07/2019,"117,940","3,420","117,120","117,395","118,780","117,325",1301
,05/07/2019,"114,420","6,310","117,115","117,325","118,780","117,325",1302
,05/07/2019,"118,490","2,703","117,120","117,395","118,610","117,325",1303
,05/07/2019,"117,430","4,052","117,120","117,385","118,215","117,325",1304
,05/07/2019,"120,160",736,"117,120","117,385","118,610","117,385",1305
,05/07/2019,"120,780",329,"117,120","117,440","118,610","117,490",1306
,05/07/2019,"119,790","1,093","117,120","117,440","118,780","117,745",1307
,05/07/2019,"99,950","8,970","117,120","117,440","118,610","117,745",1308
,05/07/2019,"117,360","4,130","117,120","117,395","118,215","117,745",1309
,05/07/2019,"112,170","7,168","117,120","117,350","117,745","117,745",1310
05/07/2019 5:11 PM,05/07/2019,"111,080","7,450","117,120","117,325","117,500","117,745",1311
,05/07/2019,"116,200","5,225","117,120","117,325","117,500","117,745",1312
,05/07/2019,"116,830","4,679","117,120","117,325","117,440","117,490",1313
,05/07/2019,"117,170","4,333","117,120","117,325","117,395","117,395",1314
,05/07/2019,"102,300","8,769","117,120","117,300","117,350","117,335",1315
,05/07/2019,"105,260","8,461","117,115","117,280","117,325","117,240",1316
,05/07/2019,990,"9,975","117,110","117,280","117,325","117,000",1317
,05/07/2019,"113,670","6,643","117,110","117,280","117,290","116,515",1318
,05/07/2019,"68,460","9,815","117,110","117,220","117,220","116,515",1319
,05/07/2019,"116,900","4,597","117,105","117,220","117,090","116,515",1320
,05/07/2019,"118,540","2,649","117,110","117,280","117,090","116,515",1321
,05/07/2019,"113,130","6,862","117,105","117,280","117,035","116,515",1322
,05/07/2019,"118,920","2,162","117,110","117,300","117,035","116,515",1323
,05/07/2019,"114,320","6,359","117,105","117,280","116,895","115,260",1324
,05/07/2019,"72,520","9,771","117,100","117,280","116,895","113,995",1325
05/09/2019 11:36 AM,05/09/2019,"118,660","2,497","117,105","117,300","117,035","113,995",1326
,05/09/2019,"113,630","6,657","117,100","117,300","116,895","113,650",1327
,05/09/2019,"116,510","4,962","117,080","117,300","116,895","113,995",1328
,05/09/2019,"104,500","8,553","117,060","117,280","116,895","113,650",1329
,05/09/2019,"117,520","3,955","117,080","117,300","117,035","113,995",1330
,05/09/2019,"122,420",3,"117,100","117,300","117,220","115,260",1331
,05/09/2019,"107,030","8,218","117,080","117,300","117,035","113,995",1332
,05/09/2019,"120,330",591,"117,100","117,300","117,035","113,995",1333
,05/09/2019,"116,700","4,781","117,080","117,280","116,865","113,995",1334
,05/09/2019,"120,800",316,"117,100","117,280","116,865","115,415",1335
,05/09/2019,"97,570","9,117","117,080","117,280","116,765","115,415",1336
,05/09/2019,"109,420","7,806","117,060","117,280","116,605","115,415",1337
,05/09/2019,"110,750","7,541","117,045","117,280","116,355","115,415",1338
,05/09/2019,"116,720","4,766","117,030","117,220","116,605","116,605",1339
,05/09/2019,"121,160",172,"117,045","117,280","116,605","116,605",1340
,05/09/2019,"93,320","9,322","117,030","117,280","116,355","115,415",1341
,05/09/2019,"118,660","2,497","117,045","117,280","116,605","116,605",1342
,05/09/2019,"117,810","3,569","117,060","117,300","116,605","116,605",1343
,05/09/2019,"117,830","3,551","117,080","117,300","116,605","116,710",1344
,05/09/2019,"93,360","9,321","117,060","117,300","116,355","116,710",1345
,05/09/2019,"118,800","2,321","117,080","117,325","116,355","116,710",1346
05/10/2019 8:12 PM,05/10/2019,"117,350","4,138","117,100","117,345","116,355","117,035",1347
,05/10/2019,"118,790","2,328","117,105","117,355","116,605","117,435",1348
,05/10/2019,"100,740","8,911","117,100","117,355","116,355","117,435",1349
,05/10/2019,"118,950","2,118","117,105","117,395","116,605","117,580",1350
05/11/2019 11:51 AM,05/11/2019,"117,990","3,353","117,110","117,440","116,710","117,580",1351
,05/11/2019,"108,440","7,998","117,105","117,440","116,710","117,580",1352
,05/11/2019,"112,900","6,947","117,100","117,440","116,605","117,035",1353
,05/11/2019,"117,020","4,468","117,080","117,440","116,605","117,185",1354
05/11/2019 8:12 PM,05/11/2019,"117,330","4,155","117,100","117,395","116,710","117,175",1355
,05/11/2019,"119,010","2,039","117,105","117,395","116,810","117,340",1356
,05/11/2019,"117,790","3,594","117,110","117,395","116,960","117,570",1357
05/12/2019 12:56 PM,05/12/2019,"118,180","3,117","117,110","117,395","117,175","117,800",1358
,05/12/2019,"118,190","3,108","117,110","117,395","117,340","117,820",1359
,05/12/2019,"120,360",561,"117,115","117,440","117,435","117,820",1360
,05/12/2019,"120,640",398,"117,120","117,440","117,435","117,910",1361
,05/12/2019,"118,150","3,157","117,120","117,440","117,655","117,910",1362
,05/12/2019,"117,080","4,422","117,120","117,395","117,435","117,910",1363
,05/12/2019,"117,060","4,436","117,115","117,355","117,435","117,890",1364
,05/12/2019,"85,300","9,562","117,110","117,355","117,435","117,890",1365
05/12/2019 3:29 PM,05/12/2019,"113,890","6,552","117,110","117,345","117,340","117,570",1366
,05/12/2019,"114,860","6,090","117,110","117,345","117,340","117,560",1367
,05/12/2019,"110,370","7,617","117,105","117,335","117,340","117,205",1368
,05/12/2019,"117,140","4,356","117,110","117,320","117,340","117,235",1369
,05/12/2019,"120,580",435,"117,110","117,320","117,340","117,235",1370
,05/12/2019,"117,960","3,396","117,110","117,320","117,340","117,235",1371
,05/12/2019,"116,330","5,125","117,110","117,320","117,340","117,235",1372
,05/12/2019,"117,820","3,566","117,110","117,320","117,340","117,560",1373
,05/12/2019,"115,410","5,786","117,110","117,300","117,340","117,560",1374
,05/12/2019,"112,560","7,050","117,110","117,280","117,235","117,465",1375
,05/12/2019,"122,020",26,"117,110","117,280","117,340","117,465",1376
,05/12/2019,"109,190","7,863","117,110","117,220","117,340","117,110",1377
,05/12/2019,"107,020","8,226","117,105","117,155","117,340","117,070",1378
,05/12/2019,"120,690",379,"117,110","117,155","117,570","117,070",1379
,05/12/2019,"116,590","4,887","117,105","117,110","117,340","116,825",1380
,05/12/2019,"72,860","9,769","117,100","117,070","117,340","116,460",1381
,05/12/2019,"120,470",497,"117,105","117,110","117,340","116,460",1382
,05/12/2019,"99,450","9,001","117,100","117,070","117,235","115,870",1383
05/13/2019 9:07 AM,05/13/2019,"119,800","1,088","117,105","117,070","117,235","115,870",1384
,05/13/2019,"115,970","5,388","117,100","117,070","117,235","116,150",1385
,05/13/2019,"119,320","1,650","117,105","117,110","117,235","116,460",1386
,05/13/2019,"121,500",93,"117,110","117,110","117,235","116,865",1387
,05/13/2019,"119,950",932,"117,110","117,155","117,235","117,480",1388
,05/13/2019,"115,680","5,610","117,110","117,155","117,235","117,205",1389
,05/13/2019,"120,110",789,"117,110","117,220","117,235","117,205",1390
,05/13/2019,"119,530","1,398","117,110","117,290","117,235","117,205",1391
,05/13/2019,"109,340","7,838","117,110","117,240","117,235","117,205",1392
,05/13/2019,"108,050","8,067","117,110","117,155","117,235","116,280",1393
,05/13/2019,"119,670","1,238","117,110","117,155","117,560","117,955",1394
,05/13/2019,"114,150","6,440","117,110","117,110","117,465","117,955",1395
,05/13/2019,"118,950","2,124","117,110","117,110","117,465","117,770",1396
,05/13/2019,"120,800",317,"117,110","117,110","117,480","119,135",1397
,05/13/2019,"120,870",283,"117,115","117,110","117,480","119,425",1398
,05/13/2019,"120,230",685,"117,120","117,155","117,480","119,425",1399
,05/13/2019,"119,670","1,241","117,120","117,155","117,480","119,600",1400
,05/13/2019,"119,730","1,167","117,120","117,155","117,480","119,670",1401
,05/13/2019,"119,690","1,217","117,120","117,250","117,480","119,670",1402
,05/13/2019,"117,480","4,008","117,120","117,250","117,650","119,670",1403
,05/13/2019,"51,600","9,905","117,120","117,155","117,650","119,600",1404
,05/13/2019,"120,070",836,"117,120","117,155","117,890","119,670",1405
,05/13/2019,"121,300",135,"117,130","117,155","118,455","119,680",1406
,05/13/2019,"55,480","9,889","117,120","117,110","118,455","119,670",1407
,05/13/2019,"115,890","5,463","117,120","117,110","118,455","119,600",1408
,05/13/2019,"120,060",846,"117,120","117,110","119,135","119,670",1409
,05/13/2019,"119,730","1,169","117,130","117,155","119,135","119,670",1410
,05/13/2019,"86,460","9,553","117,120","117,155","119,135","119,670",1411
,05/13/2019,"117,230","4,281","117,130","117,200","119,135","119,670",1412
,05/13/2019,"106,390","8,321","117,120","117,200","119,135","119,670",1413
,05/13/2019,"116,960","4,555","117,120","117,185","119,135","119,310",1414
,05/13/2019,"92,940","9,336","117,120","117,185","119,135","119,310",1415
05/14/2019 4:20 PM,05/14/2019,"117,600","3,860","117,120","117,280","118,275","118,635",1416
,05/14/2019,"119,780","1,113","117,120","117,340","119,135","118,635",1417
05/15/2019 1:00 PM,05/15/2019,"105,490","8,437","117,120","117,340","119,135","117,540",1418
,05/15/2019,"117,650","3,797","117,120","117,415","118,300","117,540",1419
,05/15/2019,"116,650","4,855","117,120","117,415","118,300","117,355",1420
,05/15/2019,"111,790","7,290","117,120","117,340","118,300","117,095",1421
,05/15/2019,"70,600","9,792","117,120","117,340","117,625","116,805",1422
05/16/2019 12:59 PM,05/16/2019,"94,180","9,291","117,120","117,280","117,625","116,270",1423
,05/16/2019,"96,270","9,191","117,115","117,280","117,540","116,270",1424
,05/16/2019,"113,800","6,603","117,110","117,280","117,540","114,845",1425
,05/16/2019,"115,820","5,515","117,110","117,185","117,355","114,810",1426
,05/16/2019,"120,780",334,"117,110","117,280","117,355","115,855",1427
,05/16/2019,"118,860","2,245","117,115","117,340","117,355","116,235",1428
,05/16/2019,"122,680",2,"117,120","117,415","117,540","116,235",1429
,05/16/2019,"43,800","9,928","117,115","117,340","117,355","114,810",1430
,05/16/2019,"119,150","1,862","117,120","117,340","117,355","116,235",1431
,05/16/2019,"119,290","1,699","117,120","117,415","117,540","116,235",1432
,05/16/2019,"118,620","2,569","117,120","117,415","117,625","116,805",1433
,05/16/2019,"116,250","5,215","117,120","117,415","117,540","116,450",1434
,05/16/2019,"118,850","2,268","117,120","117,415","117,625","117,125",1435
,05/16/2019,"120,870",284,"117,120","117,540","117,625","117,150",1436
,05/16/2019,"120,700",381,"117,120","117,625","117,625","117,150",1437
,05/16/2019,"118,900","2,196","117,130","117,720","117,625","118,135",1438
,05/16/2019,"120,390",551,"117,140","117,800","117,625","118,735",1439
,05/16/2019,"113,090","6,898","117,130","117,720","117,540","118,735",1440
,05/16/2019,"114,470","6,303","117,120","117,720","117,355","118,735",1441
,05/16/2019,"118,090","3,262","117,130","117,720","117,355","118,735",1442
,05/16/2019,"116,490","4,999","117,120","117,625","117,095","118,735",1443
,05/16/2019,"119,140","1,881","117,130","117,625","117,415","118,855",1444
,05/16/2019,"118,760","2,384","117,140","117,720","117,415","118,855",1445
,05/16/2019,"117,660","3,796","117,155","117,655","117,415","118,855",1446
,05/16/2019,"117,680","3,767","117,170","117,670","117,625","118,805",1447
,05/16/2019,"113,370","6,798","117,155","117,655","117,625","118,690",1448
,05/16/2019,"116,410","5,082","117,140","117,655","117,415","118,355",1449
,05/16/2019,"114,670","6,201","117,130","117,625","117,095","118,355",1450
,05/16/2019,"118,180","3,139","117,140","117,625","117,415","118,135",1451
,05/16/2019,"120,370",560,"117,155","117,655","117,625","118,135",1452
,05/16/2019,"115,220","5,904","117,140","117,655","117,625","117,885",1453
,05/16/2019,"120,790",327,"117,155","117,670","117,655","118,135",1454
,05/16/2019,"117,530","3,962","117,170","117,670","117,655","117,885",1455
,05/16/2019,"119,760","1,144","117,170","117,670","117,670","117,885",1456
,05/16/2019,"111,600","7,362","117,170","117,655","117,655","117,670",1457
,05/16/2019,"122,460",4,"117,170","117,655","117,670","117,670",1458
,05/16/2019,"118,210","3,110","117,170","117,655","117,885","117,670",1459
05/17/2019 12:51 PM,05/17/2019,"118,060","3,308","117,180","117,655","118,075","117,870",1460
,05/17/2019,"115,350","5,838","117,170","117,625","118,075","117,870",1461
,05/17/2019,"118,900","2,200","117,180","117,625","118,135","117,870",1462
,05/17/2019,"115,000","6,043","117,170","117,625","118,135","117,870",1463
,05/17/2019,"121,050",222,"117,180","117,655","118,195","117,870",1464
,05/17/2019,"115,150","5,947","117,170","117,655","118,195","117,670",1465
,05/17/2019,"114,890","6,100","117,170","117,655","118,195","117,605",1466
05/17/2019 6:58 PM,05/17/2019,"120,010",892,"117,170","117,670","118,195","117,795",1467
,05/17/2019,"117,710","3,740","117,180","117,695","118,135","117,885",1468
,05/17/2019,"106,450","8,317","117,170","117,695","118,075","117,885",1469
,05/17/2019,"116,750","4,776","117,170","117,670","118,075","117,885",1470
,05/17/2019,"115,150","5,948","117,170","117,655","117,885","117,620",1471
,05/17/2019,"118,820","2,320","117,170","117,670","117,885","117,620",1472
,05/17/2019,"102,630","8,748","117,170","117,655","117,695","117,620",1473
05/18/2019 10:15 AM,05/18/2019,"117,100","4,424","117,155","117,655","117,695","117,315",1474
,05/18/2019,"70,450","9,793","117,140","117,655","117,670","116,925",1475
,05/18/2019,"118,700","2,465","117,155","117,655","117,670","116,925",1476
,05/18/2019,"120,030",878,"117,170","117,670","117,670","117,405",1477
,05/18/2019,"114,280","6,406","117,155","117,670","117,595","116,925",1478
,05/18/2019,"116,900","4,629","117,140","117,655","117,315","116,825",1479
,05/18/2019,"108,910","7,932","117,130","117,655","117,315","116,050",1480
,05/18/2019,"118,620","2,579","117,140","117,670","117,595","116,825",1481
,05/18/2019,"119,800","1,102","117,155","117,670","117,595","116,825",1482
,05/18/2019,"119,060","2,003","117,170","117,695","117,670","117,000",1483
,05/18/2019,"121,410",112,"117,170","117,695","117,670","117,000",1484
,05/18/2019,"116,670","4,846","117,170","117,695","117,595","117,000",1485
,05/18/2019,"119,130","1,899","117,170","117,695","117,605","117,405",1486
,05/18/2019,"116,620","4,896","117,170","117,670","117,315","117,000",1487
,05/18/2019,"116,950","4,578","117,155","117,655","117,315","116,925",1488
,05/18/2019,"117,500","4,008","117,170","117,655","117,515","117,025",1489
,05/18/2019,"117,670","3,788","117,170","117,655","117,600","117,300",1490
05/18/2019 8:44 PM,05/18/2019,"113,570","6,715","117,170","117,625","117,515","117,300",1491
,05/18/2019,"118,430","2,801","117,170","117,655","117,515","117,300",1492
,05/18/2019,"118,430","2,801","117,170","117,665","117,600","117,585",1493
,05/18/2019,"43,880","9,927","117,170","117,655","117,515","117,585",1494
05/20/2019 4:33 PM,05/20/2019,"116,020","5,389","117,170","117,655","117,300","117,585",1495
,05/20/2019,"120,440",525,"117,170","117,655","117,300","117,585",1496
,05/20/2019,"116,740","4,792","117,170","117,625","117,300","117,225",1497
,05/20/2019,"115,760","5,584","117,155","117,565","117,025","117,225",1498
,05/20/2019,"119,770","1,136","117,170","117,565","117,025","117,585",1499
,05/20/2019,"118,150","3,184","117,170","117,565","117,025","117,910",1500
05/20/2019 7:10 PM,05/20/2019,"118,820","2,325","117,170","117,565","117,300","117,910",1501
,05/20/2019,"120,690",387,"117,180","117,565","117,300","117,910",1502
,05/20/2019,"114,610","6,252","117,170","117,565","117,300","117,585",1503
,05/20/2019,"116,570","4,943","117,170","117,565","117,025","117,225",1504
,05/20/2019,"119,280","1,718","117,170","117,565","117,300","117,585",1505
,05/20/2019,"120,110",799,"117,180","117,565","117,585","117,585",1506
,05/20/2019,"122,120",22,"117,190","117,625","117,585","117,910",1507
,05/20/2019,"117,680","3,780","117,190","117,655","117,585","117,915",1508
,05/20/2019,"117,240","4,291","117,190","117,625","117,585","117,915",1509
,05/20/2019,"119,890","1,014","117,195","117,625","117,675","118,290",1510
,05/20/2019,"120,290",634,"117,200","117,655","117,915","118,430",1511
,05/20/2019,"119,190","1,827","117,200","117,665","117,915","118,625",1512
,05/20/2019,"114,660","6,228","117,200","117,665","117,915","118,485",1513
,05/20/2019,"117,200","4,340","117,200","117,665","117,915","118,485",1514
,05/20/2019,"120,220",707,"117,200","117,675","118,290","119,005",1515
,05/20/2019,"110,070","7,719","117,200","117,675","117,915","118,485",1516
05/21/2019 12:38 PM,05/21/2019,"106,750","8,285","117,200","117,665","117,675","118,485",1517
,05/21/2019,"116,750","4,793","117,195","117,665","117,675","118,485",1518
,05/21/2019,"121,010",241,"117,200","117,675","117,915","118,485",1519
,05/21/2019,"77,950","9,704","117,195","117,675","117,915","118,250",1520
,05/21/2019,"117,990","3,392","117,200","117,680","117,835","117,835",1521
,05/21/2019,"118,780","2,372","117,200","117,695","117,835","117,835",1522
,05/21/2019,"114,090","6,507","117,200","117,695","117,675","117,835",1523
,05/21/2019,"112,550","7,086","117,195","117,695","117,585","117,835",1524
,05/21/2019,"119,070","1,996","117,200","117,850","117,675","117,835",1525
,05/21/2019,"118,680","2,510","117,200","118,025","117,675","117,835",1526
,05/21/2019,"113,830","6,619","117,200","117,850","117,675","117,460",1527
,05/21/2019,"119,850","1,053","117,200","117,850","117,835","117,615",1528
,05/21/2019,"117,640","3,837","117,200","117,695","117,835","117,815",1529
,05/21/2019,"115,200","5,935","117,200","117,695","117,835","117,420",1530
,05/21/2019,"120,560",451,"117,200","117,695","118,070","117,420",1531
,05/21/2019,"119,010","2,074","117,200","117,695","118,070","117,420",1532
,05/21/2019,"119,910",994,"117,200","117,695","118,070","117,815",1533
,05/21/2019,"119,320","1,678","117,205","117,850","118,415","118,335",1534
,05/21/2019,"118,940","2,163","117,210","117,850","118,730","118,335",1535
,05/21/2019,"119,260","1,745","117,210","117,850","118,730","118,730",1536
,05/21/2019,"115,810","5,556","117,210","117,695","118,730","118,730",1537
,05/21/2019,"118,790","2,367","117,210","117,695","118,785","118,785",1538
,05/21/2019,"117,400","4,127","117,210","117,680","118,730","118,730",1539
05/21/2019 8:49 PM,05/21/2019,"117,520","4,002","117,220","117,680","118,730","118,730",1540
,05/21/2019,"86,650","9,536","117,210","117,680","118,335","118,730",1541
,05/21/2019,"115,890","5,497","117,210","117,675","117,835","118,160",1542
,05/21/2019,"111,940","7,284","117,210","117,675","117,835","118,160",1543
,05/21/2019,"105,100","8,515","117,205","117,665","117,835","118,160",1544
,05/21/2019,"106,170","8,375","117,200","117,650","117,660","117,580",1545
05/22/2019 11:09 AM,05/22/2019,"119,290","1,714","117,205","117,655","117,660","117,580",1546
,05/22/2019,"116,550","4,978","117,200","117,585","117,580","117,580",1547
,05/22/2019,"113,600","6,714","117,200","117,585","117,460","117,460",1548
,05/22/2019,"115,310","5,878","117,200","117,585","117,460","116,975",1549
,05/22/2019,"118,090","3,284","117,200","117,655","117,460","117,460",1550
,05/22/2019,"109,840","7,773","117,200","117,585","117,300","116,975",1551
05/22/2019 1:55 PM,05/22/2019,"118,640","2,569","117,200","117,585","117,300","116,975",1552
,05/22/2019,"118,840","2,304","117,200","117,655","117,460","116,975",1553
,05/22/2019,"118,650","2,555","117,205","117,655","117,580","116,975",1554
,05/22/2019,"117,430","4,101","117,210","117,655","117,475","116,975",1555
,05/22/2019,"119,230","1,782","117,210","117,655","117,580","116,975",1556
,05/22/2019,"54,940","9,893","117,210","117,655","117,580","116,975",1557
05/22/2019 7:51 PM,05/22/2019,"105,250","8,492","117,205","117,580","117,580","116,220",1558
,05/22/2019,"117,660","3,824","117,210","117,580","117,580","116,220",1559
,05/22/2019,"119,350","1,648","117,210","117,580","117,650","116,220",1560
,05/22/2019,"115,840","5,539","117,210","117,580","117,580","116,220",1561
,05/22/2019,"92,800","9,356","117,205","117,510","117,475","116,195",1562
05/23/2019 1:44 PM,05/23/2019,"116,210","5,272","117,200","117,510","117,475","116,380",1563
,05/23/2019,"117,950","3,456","117,205","117,510","117,580","116,990",1564
,05/23/2019,"105,120","8,513","117,200","117,510","117,475","116,990",1565
,05/23/2019,"118,360","2,902","117,205","117,580","117,475","116,990",1566
,05/23/2019,"118,860","2,269","117,210","117,580","117,580","117,545",1567
,05/23/2019,"117,690","3,782","117,210","117,580","117,580","117,675",1568
,05/23/2019,"114,910","6,120","117,210","117,580","117,475","117,675",1569
,05/23/2019,"114,820","6,162","117,205","117,580","117,475","117,545",1570
,05/23/2019,"120,330",608,"117,210","117,650","117,475","117,675",1571
,05/23/2019,"118,430","2,821","117,210","117,650","117,475","117,675",1572
,05/23/2019,"117,410","4,130","117,210","117,650","117,420","117,545",1573
,05/23/2019,"117,170","4,388","117,210","117,650","117,405","117,420",1574
,05/23/2019,"104,710","8,563","117,210","117,650","117,285","117,290",1575
,05/23/2019,"118,370","2,888","117,210","117,650","117,285","117,290",1576
,05/23/2019,"81,700","9,646","117,210","117,580","117,285","117,290",1577
,05/23/2019,"120,330",608,"117,210","117,650","117,285","117,535",1578
