Score,Rank,Pct,Max,Mean,Median,Total
"114,230",215,0.79,"120,840","101,456","109,090",1006
"117,230",59,0.94,"120,840","101,471","109,090",1007
"106,660",607,0.40,"120,840","101,477","109,090",1008
"115,200",163,0.84,"120,840","101,490","109,090",1009
"111,590",387,0.62,"120,840","101,500","109,090",1010
"101,310",716,0.29,"120,840","101,500","109,090",1011
"104,650",648,0.36,"120,840","101,503","109,090",1012
"112,810",306,0.70,"120,840","101,514","109,090",1013
"118,020",33,0.97,"120,840","101,530","109,090",1014
"107,480",583,0.43,"120,840","101,536","109,090",1015
"84,450",879,0.13,"120,840","101,520","109,090",1016
"114,550",194,0.81,"120,840","101,532","109,090",1017
"106,080",623,0.39,"120,840","101,537","109,090",1018
"87,370",860,0.16,"120,840","101,523","109,080",1019
"107,980",559,0.45,"120,840","101,529","109,070",1020
"116,750",86,0.92,"120,840","101,544","109,080",1021
"116,970",76,0.93,"120,840","101,559","109,090",1022
"90,530",843,0.18,"120,840","101,548","109,080",1023
"117,820",39,0.96,"120,840","101,564","109,090",1024
"102,080",716,0.30,"120,840","101,565","109,080",1025
"112,300",339,0.67,"120,840","101,575","109,090",1026
"110,520",449,0.56,"120,840","101,584","109,090",1027
"106,940",613,0.40,"120,840","101,589","109,090",1028
"105,350",647,0.37,"120,840","101,593","109,080",1029
"71,970",945,0.08,"120,840","101,564","109,070",1030
"114,840",187,0.82,"120,840","101,577","109,080",1031
"109,540",496,0.52,"120,840","101,585","109,090",1032
"114,360",217,0.79,"120,840","101,597","109,090",1033
"115,430",151,0.85,"120,840","101,610","109,090",1034
"116,740",89,0.91,"120,840","101,625","109,105",1035
"106,460",629,0.39,"120,840","101,630","109,090",1036
"101,850",731,0.30,"120,840","101,630","109,090",1037
"112,970",307,0.70,"120,840","101,641","109,090",1038
"113,700",260,0.75,"120,840","101,652","109,105",1039
"114,840",189,0.82,"120,840","101,665","109,120",1040
"107,930",573,0.45,"120,840","101,671","109,105",1041
"99,150",780,0.25,"120,840","101,669","109,090",1042
"109,130",521,0.50,"120,840","101,676","109,105",1043
"97,060",808,0.23,"120,840","101,672","109,090",1044
"115,980",117,0.89,"120,840","101,685","109,105",1045
"98,640",791,0.24,"120,840","101,682","109,090",1046
"112,100",368,0.65,"120,840","101,692","109,105",1047
"102,240",727,0.31,"120,840","101,693","109,090",1048
"102,680",718,0.32,"120,840","101,694","109,090",1049
"108,850",537,0.49,"120,840","101,701","109,090",1050
"115,050",180,0.83,"120,840","101,713","109,090",1051
"111,260",419,0.60,"120,840","101,722","109,090",1052
"86,560",899,0.15,"120,840","101,708","109,090",1053
"113,350",284,0.73,"120,840","101,719","109,090",1054
"106,590",638,0.40,"120,840","101,724","109,090",1055
"94,120",847,0.20,"120,840","101,716","109,090",1056
"101,510",750,0.29,"120,840","101,716","109,080",1057
"105,280",668,0.37,"120,840","101,720","109,070",1058
"100,830",761,0.28,"120,840","101,719","109,060",1059
"118,860",16,0.98,"120,840","101,735","109,070",1060
"102,780",723,0.32,"120,840","101,736","109,060",1061
"99,820",782,0.26,"120,840","101,734","109,050",1062
"113,320",289,0.73,"120,840","101,745","109,060",1063
"119,570",7,0.99,"120,840","101,762","109,070",1064
"117,850",40,0.96,"120,840","101,777","109,080",1065
"112,590",337,0.68,"120,840","101,787","109,090",1066
"91,410",882,0.17,"120,840","101,777","109,080",1067
"54,300","1,025",0.04,"120,840","101,733","109,070",1068
"113,940",250,0.77,"120,840","101,744","109,080",1069
"112,450",347,0.68,"120,840","101,754","109,090",1070
"113,900",253,0.76,"120,840","101,766","109,090",1071
"109,580",513,0.52,"120,840","101,773","109,090",1072
"109,550",516,0.52,"120,840","101,780","109,105",1073
"114,290",230,0.79,"120,840","101,792","109,120",1074
"89,070",901,0.16,"120,840","101,780","109,105",1075
"71,420",993,0.08,"120,840","101,752","109,090",1076
"109,330",526,0.51,"120,840","101,759","109,105",1077
"116,350",107,0.90,"120,840","101,772","109,120",1078
"104,090",708,0.34,"120,840","101,774","109,105",1079
"114,640",205,0.81,"120,840","101,786","109,120",1080
"116,010",121,0.89,"120,840","101,799","109,125",1081
"116,520",100,0.91,"120,840","101,813","109,130",1082
"102,160",758,0.30,"120,840","101,813","109,125",1083
"112,530",348,0.68,"120,840","101,823","109,130",1084
"110,570",474,0.56,"120,840","101,831","109,135",1085
"110,470",481,0.56,"120,840","101,839","109,140",1086
"116,220",112,0.90,"120,840","101,853","109,150",1087
"116,340",109,0.90,"120,840","101,866","109,160",1088
"114,730",204,0.81,"120,840","101,878","109,185",1089
"112,250",369,0.66,"120,840","101,887","109,210",1090
"114,830",201,0.82,"120,840","101,899","109,210",1091
"107,130",643,0.41,"120,840","101,904","109,210",1092
"112,160",385,0.65,"120,840","101,913","109,210",1093
"115,350",167,0.85,"120,840","101,925","109,210",1094
"97,610",846,0.23,"120,840","101,922","109,210",1095
"117,770",43,0.96,"120,840","101,936","109,210",1096
"112,120",392,0.64,"120,840","101,945","109,215",1097
"110,650",477,0.57,"120,840","101,953","109,220",1098
"119,080",12,0.99,"120,840","101,969","109,240",1099
"108,500",590,0.46,"120,840","101,975","109,220",1100
"118,860",18,0.98,"120,840","101,990","109,240",1101
"119,510",8,0.99,"120,840","102,006","109,260",1102
"49,090","1,067",0.03,"120,840","101,958","109,240",1103
"111,960",410,0.63,"120,840","101,967","109,260",1104
"114,990",197,0.82,"120,840","101,979","109,265",1105
"110,610",485,0.56,"120,840","101,987","109,270",1106
"107,540",642,0.42,"120,840","101,992","109,265",1107
"104,910",713,0.36,"120,840","101,994","109,260",1108
"119,530",8,0.99,"120,840","102,010","109,265",1109
"96,840",871,0.22,"120,840","102,005","109,260",1110
"98,540",848,0.24,"120,840","102,002","109,240",1111
"118,880",20,0.98,"120,840","102,018","109,260",1112
"117,720",53,0.95,"120,840","102,032","109,265",1113
"115,520",163,0.85,"120,840","102,044","109,270",1114
"117,610",55,0.95,"120,840","102,058","109,275",1115
"106,720",678,0.39,"120,840","102,062","109,270",1116
"118,650",27,0.98,"120,840","102,077","109,275",1117
"114,620",225,0.80,"120,840","102,088","109,280",1118
"119,160",11,0.99,"120,840","102,103","109,290",1119
"116,880",92,0.92,"120,840","102,116","109,300",1120
"117,130",81,0.93,"120,840","102,130","109,305",1121
"114,180",259,0.77,"120,840","102,141","109,310",1122
"96,010",892,0.21,"120,840","102,135","109,305",1123
"118,250",35,0.97,"120,840","102,149","109,310",1124
"120,460",3,1.00,"120,840","102,166","109,315",1125
"111,190",465,0.59,"120,840","102,174","109,320",1126
"116,090",134,0.88,"120,840","102,186","109,325",1127
"119,590",8,0.99,"120,840","102,201","109,330",1128
"117,680",59,0.95,"120,840","102,215","109,335",1129
"103,270",773,0.32,"120,840","102,216","109,330",1130
"112,130",410,0.64,"120,840","102,225","109,335",1131
"114,180",264,0.77,"120,840","102,235","109,340",1132
"93,690",924,0.18,"120,840","102,228","109,335",1133
"117,920",47,0.96,"120,840","102,242","109,340",1134
"114,830",222,0.80,"120,840","102,253","109,345",1135
"83,510",999,0.12,"120,840","102,236","109,340",1136
"110,960",488,0.57,"120,840","102,244","109,345",1137
"113,360",322,0.72,"120,840","102,254","109,350",1138
"109,810",551,0.52,"120,840","102,260","109,355",1139
"109,900",550,0.52,"120,840","102,267","109,360",1140
"109,550",565,0.50,"120,840","102,273","109,360",1141
"117,040",91,0.92,"120,840","102,286","109,360",1142
"113,560",311,0.73,"120,840","102,296","109,425",1143
"116,770",107,0.91,"120,840","102,309","109,490",1144
"119,930",7,0.99,"120,840","102,324","109,490",1145
"116,420",124,0.89,"120,840","102,337","109,490",1146
"65,190","1,081",0.06,"120,840","102,304","109,490",1147
"117,990",47,0.96,"120,840","102,318","109,490",1148
"108,480",629,0.45,"120,840","102,323","109,490",1149
"114,180",271,0.76,"120,840","102,334","109,490",1150
"99,130",874,0.24,"120,840","102,331","109,490",1151
"103,330",788,0.32,"120,840","102,332","109,490",1152
"112,340",399,0.65,"120,840","102,340","109,490",1153
"118,800",29,0.97,"120,840","102,355","109,490",1154
"116,190",137,0.88,"120,840","102,367","109,500",1155
"97,220",904,0.22,"120,840","102,362","109,490",1156
"106,690",712,0.38,"120,840","102,366","109,490",1157
"111,340",475,0.59,"120,840","102,374","109,490",1158
"113,720",310,0.73,"120,840","102,383","109,500",1159
"79,470","1,039",0.10,"120,840","102,364","109,490",1160
"91,810",962,0.17,"120,840","102,355","109,490",1161
"95,000",931,0.20,"120,840","102,348","109,490",1162
"109,890",564,0.52,"120,840","102,355","109,490",1163
"116,130",143,0.88,"120,840","102,367","109,490",1164
"112,170",423,0.64,"120,840","102,375","109,500",1165
"97,430",909,0.22,"120,840","102,371","109,490",1166
"116,960",102,0.91,"120,840","102,383","109,500",1167
"109,130",603,0.48,"120,840","102,389","109,490",1168
"114,310",269,0.77,"120,840","102,399","109,500",1169
"49,140","1,133",0.03,"120,840","102,354","109,490",1170
"119,330",13,0.99,"120,840","102,368","109,500",1171
"117,940",51,0.96,"120,840","102,381","109,510",1172
"111,660",465,0.60,"120,840","102,389","109,525",1173
"111,440",477,0.59,"120,840","102,397","109,540",1174
"116,190",140,0.88,"120,840","102,409","109,545",1175
"114,510",252,0.79,"120,840","102,419","109,550",1176
"114,780",239,0.80,"120,840","102,430","109,550",1177
"116,020",153,0.87,"120,840","102,441","109,550",1178
"114,740",241,0.80,"120,840","102,452","109,555",1179
"107,500",697,0.41,"120,840","102,456","109,550",1180
"112,000",452,0.62,"120,840","102,464","109,555",1181
"109,420",598,0.49,"120,840","102,470","109,550",1182
"119,420",13,0.99,"120,840","102,484","109,555",1183
"72,080","1,093",0.08,"120,840","102,458","109,550",1184
"115,330",203,0.83,"120,840","102,469","109,555",1185
"114,820",239,0.80,"120,840","102,480","109,560",1186
"118,050",48,0.96,"120,840","102,493","109,565",1187
"114,600",255,0.79,"120,840","102,503","109,570",1188
"69,540","1,109",0.07,"120,840","102,475","109,565",1189
"78,960","1,068",0.10,"120,840","102,456","109,560",1190
"114,190",288,0.76,"120,840","102,465","109,565",1191
"100,830",870,0.27,"120,840","102,464","109,560",1192
"119,730",9,0.99,"120,840","102,479","109,565",1193
"119,080",21,0.98,"120,840","102,492","109,570",1194
"117,130",95,0.92,"120,840","102,505","109,575",1195
"112,610",403,0.66,"120,840","102,513","109,580",1196
"113,840",322,0.73,"120,840","102,523","109,585",1197
"115,540",190,0.84,"120,840","102,533","109,590",1198
"118,650",36,0.97,"120,840","102,547","109,590",1199
"108,770",648,0.46,"120,840","102,552","109,590",1200
"112,330",426,0.65,"120,840","102,560","109,590",1201
"117,700",70,0.94,"120,840","102,573","109,590",1202
"116,750",123,0.90,"120,840","102,585","109,610",1203
"107,340",722,0.40,"120,840","102,589","109,590",1204
"107,890",692,0.43,"120,840","102,593","109,590",1205
"111,460",499,0.59,"120,840","102,600","109,590",1206
"60,900","1,151",0.05,"120,840","102,566","109,590",1207
"98,500",932,0.23,"120,840","102,562","109,590",1208
"88,510","1,026",0.15,"120,840","102,551","109,585",1209
"115,510",197,0.84,"120,840","102,561","109,590",1210
"115,570",190,0.84,"120,840","102,572","109,590",1211
"113,680",338,0.72,"120,840","102,581","109,590",1212
"99,490",913,0.25,"120,840","102,579","109,590",1213
"111,710",487,0.60,"120,840","102,586","109,590",1214
"81,720","1,079",0.11,"120,840","102,569","109,590",1215
"115,030",236,0.81,"120,840","102,579","109,590",1216
"111,250",518,0.57,"120,840","102,587","109,610",1217
"108,260",687,0.44,"120,840","102,591","109,590",1218
"97,750",951,0.22,"120,840","102,587","109,590",1219
"112,920",394,0.68,"120,840","102,596","109,590",1220
"118,350",43,0.96,"120,840","102,609","109,610",1221
"113,700",339,0.72,"120,840","102,618","109,630",1222
"117,760",66,0.95,"120,840","102,630","109,630",1223
"117,230",92,0.92,"120,840","102,642","109,630",1224
"112,510",425,0.65,"120,840","102,650","109,655",1225
"115,320",219,0.82,"120,840","102,660","109,680",1226
"110,010",599,0.51,"120,840","102,666","109,685",1227
"113,940",322,0.74,"120,840","102,676","109,690",1228
"107,790",717,0.42,"120,840","102,680","109,685",1229
"102,430",870,0.29,"120,840","102,680","109,680",1230
"114,110",309,0.75,"120,840","102,689","109,685",1231
"110,530",573,0.53,"120,840","102,695","109,690",1232
"116,560",135,0.89,"120,840","102,706","109,740",1233
"103,560",846,0.31,"120,840","102,707","109,690",1234
"114,300",297,0.76,"120,840","102,716","109,740",1235
"119,340",15,0.99,"120,840","102,730","109,790",1236
"116,660",131,0.89,"120,840","102,741","109,790",1237
"117,370",87,0.93,"120,840","102,753","109,790",1238
"112,150",468,0.62,"120,840","102,761","109,795",1239
"117,090",105,0.92,"120,840","102,772","109,800",1240
"119,620",10,0.99,"120,840","102,786","109,805",1241
"110,660",570,0.54,"120,840","102,792","109,810",1242
"110,640",573,0.54,"120,840","102,798","109,850",1243
"113,280",384,0.69,"120,840","102,807","109,890",1244
"119,340",16,0.99,"120,840","102,820","109,895",1245
"98,660",962,0.23,"120,840","102,817","109,890",1246
"109,670",631,0.49,"120,840","102,822","109,850",1247
"108,500",698,0.44,"120,840","102,827","109,810",1248
"118,880",31,0.98,"120,840","102,840","109,850",1249
"109,600",635,0.49,"120,840","102,845","109,810",1250
"113,100",400,0.68,"120,840","102,853","109,850",1251
"19,940","1,232",0.02,"120,840","102,787","109,810",1252
"113,490",371,0.70,"120,840","102,796","109,850",1253
"65,200","1,184",0.06,"120,840","102,766","109,810",1254
"109,410",650,0.48,"120,840","102,771","109,805",1255
"114,380",299,0.76,"120,840","102,780","109,810",1256
"102,050",906,0.28,"120,840","102,780","109,805",1257
"104,960",831,0.34,"120,840","102,781","109,800",1258
"115,800",186,0.85,"120,840","102,792","109,805",1259
"118,950",30,0.98,"120,840","102,804","109,810",1260
"119,990",7,0.99,"120,840","102,818","109,850",1261
"97,140","1,000",0.21,"120,840","102,814","109,810",1262
"102,960",886,0.30,"120,840","102,814","109,805",1263
"117,110",110,0.91,"120,840","102,825","109,810",1264
"112,940",417,0.67,"120,840","102,833","109,850",1265
"117,780",71,0.94,"120,840","102,845","109,890",1266
"113,860",348,0.73,"120,840","102,853","109,895",1267
"40,160","1,240",0.02,"120,840","102,804","109,890",1268
"113,290",394,0.69,"120,840","102,812","109,895",1269
"114,350",307,0.76,"120,840","102,821","109,900",1270
"110,930",571,0.55,"120,840","102,828","109,900",1271
"99,800",959,0.25,"120,840","102,825","109,900",1272
"117,390",91,0.93,"120,840","102,837","109,900",1273
"60,020","1,218",0.04,"120,840","102,803","109,900",1274
"73,520","1,171",0.08,"120,840","102,780","109,895",1275
"107,320",776,0.39,"120,840","102,784","109,890",1276
"110,970",570,0.55,"120,840","102,790","109,895",1277
"114,600",283,0.78,"120,840","102,799","109,900",1278
"109,580",654,0.49,"120,840","102,805","109,895",1279
"119,050",29,0.98,"120,840","102,817","109,900",1280
"113,030",418,0.67,"120,840","102,825","109,900",1281
"113,580",371,0.71,"120,840","102,834","109,900",1282
"112,040",506,0.61,"120,840","102,841","109,925",1283
"107,710",760,0.41,"120,840","102,845","109,900",1284
"115,480",219,0.83,"120,840","102,855","109,925",1285
"117,930",65,0.95,"120,840","102,866","109,950",1286
"112,580",452,0.65,"120,840","102,874","109,955",1287
"118,000",62,0.95,"120,840","102,886","109,960",1288
"106,300",824,0.36,"120,840","102,888","109,955",1289
"110,750",591,0.54,"120,840","102,894","109,960",1290
"117,950",65,0.95,"120,840","102,906","109,965",1291
"116,300",166,0.87,"120,840","102,916","109,970",1292
"105,360",849,0.34,"120,840","102,918","109,965",1293
"93,990","1,064",0.18,"120,840","102,911","109,960",1294
"114,360",313,0.76,"120,840","102,920","109,965",1295
"106,100",833,0.36,"120,840","102,923","109,960",1296
"87,340","1,119",0.14,"120,840","102,911","109,955",1297
"116,410",158,0.88,"120,840","102,921","109,960",1298
"96,720","1,039",0.20,"120,840","102,916","109,955",1299
"113,390",395,0.70,"120,840","102,924","109,960",1300
"67,130","1,222",0.06,"120,840","102,897","109,955",1301
"115,050",258,0.80,"120,840","102,906","109,960",1302
"115,210",248,0.81,"120,840","102,916","109,965",1303
"107,000",814,0.38,"120,840","102,919","109,960",1304
"95,760","1,054",0.19,"120,840","102,913","109,955",1305
"111,650",544,0.58,"120,840","102,920","109,960",1306
"92,410","1,088",0.17,"120,840","102,912","109,955",1307
"113,370",399,0.69,"120,840","102,920","109,960",1308
"112,640",456,0.65,"120,840","102,927","109,965",1309
"116,380",159,0.88,"120,840","102,938","109,970",1310
"116,960",129,0.90,"120,840","102,948","109,970",1311
"115,570",215,0.84,"120,840","102,958","109,970",1312
"119,890",9,0.99,"120,840","102,971","109,975",1313
"100,580",977,0.26,"120,840","102,969","109,970",1314
"115,010",269,0.80,"120,840","102,978","109,975",1315
"95,920","1,062",0.19,"120,840","102,973","109,970",1316
"116,670",147,0.89,"120,840","102,983","109,975",1317
"116,270",172,0.87,"120,840","102,993","109,980",1318
"100,280",989,0.25,"120,840","102,991","109,975",1319
"117,560",88,0.93,"120,840","103,002","109,980",1320
"116,950",133,0.90,"120,840","103,013","109,990",1321
"115,840",202,0.85,"120,840","103,023","110,000",1322
"69,800","1,235",0.07,"120,840","102,997","109,990",1323
"111,730",548,0.59,"120,840","103,004","110,000",1324
"112,210",506,0.62,"120,840","103,011","110,000",1325
"89,520","1,130",0.15,"120,840","103,001","110,000",1326
"116,160",181,0.86,"120,840","103,011","110,000",1327
"110,400",646,0.51,"120,840","103,016","110,000",1328
"118,730",42,0.97,"120,840","103,028","110,005",1329
"117,530",92,0.93,"120,840","103,039","110,010",1330
"99,880","1,004",0.25,"120,840","103,037","110,005",1331
"113,340",418,0.69,"120,840","103,044","110,010",1332
"53,720","1,287",0.03,"120,840","103,007","110,005",1333
"112,290",498,0.63,"120,840","103,014","110,010",1334
"119,850",10,0.99,"120,840","103,027","110,015",1335
"82,750","1,187",0.11,"120,840","103,012","110,010",1336
"114,850",287,0.79,"120,840","103,021","110,015",1337
"110,120",663,0.50,"120,840","103,026","110,020",1338
"112,490",485,0.64,"120,840","103,033","110,030",1339
"99,110","1,031",0.23,"120,840","103,030","110,020",1340
"101,380",981,0.27,"120,840","103,029","110,015",1341
"101,020",987,0.26,"120,840","103,027","110,010",1342
"96,170","1,081",0.20,"120,840","103,022","110,005",1343
"113,490",407,0.70,"120,840","103,030","110,010",1344
"113,370",415,0.69,"120,840","103,038","110,015",1345
"102,520",955,0.29,"120,840","103,037","110,010",1346
"111,530",577,0.57,"120,840","103,044","110,015",1347
"75,160","1,234",0.08,"120,840","103,023","110,010",1348
"94,830","1,100",0.18,"120,840","103,017","110,005",1349
"116,310",176,0.87,"120,840","103,027","110,010",1350
"117,410",100,0.93,"120,840","103,037","110,015",1351
"112,870",464,0.66,"120,840","103,045","110,020",1352
"72,700","1,251",0.08,"120,840","103,022","110,015",1353
"108,670",754,0.44,"120,840","103,026","110,010",1354
"111,410",585,0.57,"120,840","103,033","110,015",1355
"113,930",371,0.73,"120,840","103,041","110,020",1356
"111,750",563,0.59,"120,840","103,047","110,030",1357
"106,020",875,0.36,"120,840","103,049","110,020",1358
"121,170",1,1.00,"121,170","103,063","110,030",1359
"120,030",8,0.99,"121,170","103,075","110,040",1360
"110,830",628,0.54,"121,170","103,081","110,040",1361
"95,520","1,103",0.19,"121,170","103,075","110,040",1362
"117,820",79,0.94,"121,170","103,086","110,040",1363
"114,250",347,0.75,"121,170","103,094","110,040",1364
"119,410",21,0.98,"121,170","103,106","110,060",1365
"96,660","1,093",0.20,"121,170","103,101","110,040",1366
"114,100",360,0.74,"121,170","103,109","110,060",1367
"115,450",247,0.82,"121,170","103,118","110,080",1368
"113,770",394,0.71,"121,170","103,126","110,085",1369
"116,690",157,0.89,"121,170","103,136","110,090",1370
"117,250",115,0.92,"121,170","103,146","110,095",1371
"115,410",253,0.82,"121,170","103,155","110,100",1372
"88,200","1,179",0.14,"121,170","103,144","110,095",1373
"107,630",826,0.40,"121,170","103,148","110,090",1374
"82,330","1,226",0.11,"121,170","103,133","110,085",1375
"111,580",591,0.57,"121,170","103,139","110,090",1376
"113,650",407,0.70,"121,170","103,146","110,095",1377
"42,600","1,348",0.02,"121,170","103,102","110,090",1378
"111,030",627,0.55,"121,170","103,108","110,095",1379
"118,620",52,0.96,"121,170","103,119","110,100",1380
"117,950",72,0.95,"121,170","103,130","110,110",1381
"79,670","1,244",0.10,"121,170","103,113","110,100",1382
"106,970",868,0.37,"121,170","103,116","110,095",1383
"118,490",55,0.96,"121,170","103,127","110,100",1384
"84,020","1,225",0.12,"121,170","103,113","110,095",1385
"94,830","1,130",0.18,"121,170","103,107","110,090",1386
"111,470",600,0.57,"121,170","103,113","110,095",1387
"115,630",233,0.83,"121,170","103,122","110,100",1388
"114,280",355,0.74,"121,170","103,130","110,110",1389
"116,540",170,0.88,"121,170","103,140","110,120",1390
"113,510",426,0.69,"121,170","103,147","110,120",1391
"68,250","1,306",0.06,"121,170","103,122","110,120",1392
"117,000",137,0.90,"121,170","103,132","110,120",1393
"110,630",666,0.52,"121,170","103,138","110,120",1394
"114,440",337,0.76,"121,170","103,146","110,125",1395
"113,510",428,0.69,"121,170","103,153","110,130",1396
"115,310",271,0.81,"121,170","103,162","110,165",1397
"106,730",887,0.37,"121,170","103,165","110,130",1398
"117,780",85,0.94,"121,170","103,175","110,165",1399
"84,110","1,236",0.12,"121,170","103,161","110,130",1400
"118,480",56,0.96,"121,170","103,172","110,165",1401
"109,680",727,0.48,"121,170","103,177","110,130",1402
"116,630",167,0.88,"121,170","103,187","110,165",1403
"72,070","1,302",0.07,"121,170","103,164","110,130",1404
"115,370",266,0.81,"121,170","103,173","110,165",1405
"70,890","1,313",0.07,"121,170","103,150","110,130",1406
"118,280",60,0.96,"121,170","103,161","110,165",1407
"109,440",748,0.47,"121,170","103,165","110,130",1408
"112,780",497,0.65,"121,170","103,172","110,165",1409
"100,160","1,059",0.25,"121,170","103,170","110,130",1410
"32,500","1,385",0.02,"121,170","103,120","110,125",1411
"113,380",445,0.68,"121,170","103,127","110,130",1412
"115,680",236,0.83,"121,170","103,136","110,165",1413
"113,600",425,0.70,"121,170","103,143","110,200",1414
"116,270",194,0.86,"121,170","103,153","110,200",1415
"117,220",125,0.91,"121,170","103,163","110,200",1416
"115,110",293,0.79,"121,170","103,171","110,210",1417
"117,140",131,0.91,"121,170","103,181","110,220",1418
"108,430",819,0.42,"121,170","103,185","110,210",1419
"115,350",272,0.81,"121,170","103,193","110,220",1420
"112,100",572,0.60,"121,170","103,199","110,240",1421
"118,480",56,0.96,"121,170","103,210","110,260",1422
"111,180",645,0.55,"121,170","103,216","110,265",1423
"55,250","1,372",0.04,"121,170","103,182","110,260",1424
"116,710",167,0.88,"121,170","103,192","110,265",1425
"112,880",503,0.65,"121,170","103,198","110,270",1426
"99,230","1,095",0.23,"121,170","103,196","110,265",1427
"112,340",543,0.62,"121,170","103,202","110,270",1428
"101,470","1,046",0.27,"121,170","103,201","110,265",1429
"100,560","1,065",0.26,"121,170","103,199","110,260",1430
"107,930",844,0.41,"121,170","103,202","110,240",1431
"114,860",317,0.78,"121,170","103,210","110,260",1432
"112,360",543,0.62,"121,170","103,217","110,265",1433
"69,530","1,343",0.06,"121,170","103,193","110,260",1434
"112,290",550,0.62,"121,170","103,200","110,265",1435
"102,880","1,014",0.29,"121,170","103,199","110,260",1436
"107,110",896,0.38,"121,170","103,202","110,240",1437
"109,800",744,0.48,"121,170","103,207","110,220",1438
"100,250","1,083",0.25,"121,170","103,205","110,210",1439
"114,910",315,0.78,"121,170","103,213","110,220",1440
"65,540","1,361",0.06,"121,170","103,187","110,210",1441
"117,080",138,0.90,"121,170","103,196","110,220",1442
"93,510","1,197",0.17,"121,170","103,190","110,210",1443
"106,500",926,0.36,"121,170","103,192","110,200",1444
"113,100",487,0.66,"121,170","103,199","110,210",1445
"118,360",60,0.96,"121,170","103,209","110,220",1446
"117,190",130,0.91,"121,170","103,219","110,240",1447
"113,040",495,0.66,"121,170","103,226","110,260",1448
"119,050",34,0.98,"121,170","103,237","110,265",1449
"116,590",180,0.88,"121,170","103,246","110,270",1450
"113,020",500,0.66,"121,170","103,253","110,275",1451
"102,930","1,026",0.29,"121,170","103,252","110,270",1452
"94,180","1,197",0.18,"121,170","103,246","110,265",1453
"117,930",81,0.94,"121,170","103,256","110,270",1454
"109,810",753,0.48,"121,170","103,261","110,265",1455
"105,050",974,0.33,"121,170","103,262","110,260",1456
"109,960",748,0.49,"121,170","103,267","110,240",1457
"76,470","1,326",0.09,"121,170","103,248","110,220",1458
"85,830","1,278",0.12,"121,170","103,236","110,210",1459
"120,440",5,1.00,"121,170","103,248","110,220",1460
"76,920","1,326",0.09,"121,170","103,230","110,210",1461
"115,190",300,0.79,"121,170","103,238","110,220",1462
"115,320",288,0.80,"121,170","103,246","110,240",1463
"116,780",167,0.89,"121,170","103,256","110,260",1464
"118,450",61,0.96,"121,170","103,266","110,265",1465
"113,220",488,0.67,"121,170","103,273","110,270",1466
"106,640",939,0.36,"121,170","103,275","110,265",1467
"114,700",343,0.77,"121,170","103,283","110,270",1468
"119,680",16,0.99,"121,170","103,294","110,275",1469
"118,540",58,0.96,"121,170","103,304","110,280",1470
"119,590",18,0.99,"121,170","103,316","110,285",1471
"93,080","1,225",0.17,"121,170","103,309","110,280",1472
"115,700",248,0.83,"121,170","103,317","110,285",1473
"115,830",241,0.84,"121,170","103,325","110,290",1474
"97,520","1,165",0.21,"121,170","103,322","110,285",1475
"117,020",152,0.90,"121,170","103,331","110,290",1476
"116,330",207,0.86,"121,170","103,340","110,330",1477
"115,300",301,0.80,"121,170","103,348","110,370",1478
"98,410","1,157",0.22,"121,170","103,344","110,330",1479
"119,010",39,0.97,"121,170","103,355","110,370",1480
"116,160",221,0.85,"121,170","103,364","110,385",1481
"112,030",617,0.58,"121,170","103,369","110,400",1482
"121,110",2,1.00,"121,170","103,381","110,400",1483
"118,850",49,0.97,"121,170","103,392","110,400",1484
"117,220",137,0.91,"121,170","103,401","110,410",1485
"116,300",215,0.86,"121,170","103,410","110,420",1486
"94,480","1,223",0.18,"121,170","103,404","110,410",1487
"117,860",95,0.94,"121,170","103,414","110,420",1488
"70,900","1,391",0.07,"121,170","103,392","110,410",1489
"103,060","1,053",0.29,"121,170","103,391","110,400",1490
"109,600",789,0.47,"121,170","103,396","110,400",1491
"118,950",43,0.97,"121,170","103,406","110,400",1492
"113,220",505,0.66,"121,170","103,413","110,410",1493
"5,940","1,480",0.01,"121,170","103,347","110,400",1494
"115,450",289,0.81,"121,170","103,355","110,410",1495
"106,440",967,0.35,"121,170","103,358","110,400",1496
"114,830",350,0.77,"121,170","103,365","110,410",1497
"108,750",848,0.43,"121,170","103,369","110,400",1498
"109,520",804,0.46,"121,170","103,373","110,400",1499
"90,800","1,272",0.15,"121,170","103,365","110,400",1500
"116,490",202,0.87,"121,170","103,373","110,400",1501
"75,540","1,372",0.09,"121,170","103,355","110,400",1502
"117,800",101,0.93,"121,170","103,364","110,400",1503
"121,260",1,1.00,"121,260","103,376","110,400",1504
"114,940",343,0.77,"121,260","103,384","110,410",1505
"118,990",42,0.97,"121,260","103,394","110,420",1506
"107,220",940,0.38,"121,260","103,397","110,410",1507
"115,510",286,0.81,"121,260","103,405","110,420",1508
"119,060",38,0.97,"121,260","103,415","110,425",1509
"106,140",986,0.35,"121,260","103,417","110,420",1510
"117,890",97,0.94,"121,260","103,427","110,425",1511
"109,140",834,0.45,"121,260","103,430","110,420",1512
"118,360",73,0.95,"121,260","103,440","110,425",1513
"114,270",414,0.73,"121,260","103,447","110,430",1514
"112,430",585,0.61,"121,260","103,453","110,435",1515
"117,020",164,0.89,"121,260","103,462","110,440",1516
"120,030",11,0.99,"121,260","103,473","110,440",1517
