date	state	King	Snohomish	Pierce	Ann Arbor	Boston	San Diego	DC	USA
2020-01-26	0	0	0	0	0	1.24392498137222	0	0	0.0182793343871634
2020-02-02	0	0	0	0	0	0	0	0	0.0121862229247756
2020-02-09	0	0	0	0	0	0	0.599101946182672	0	0.00609311146238779
2020-02-16	0	0	0	0	0	0	0	0	0.00609311146238779
2020-02-23	0.787929653115283	2.21947796102774	1.21642218608097	0	0	0	0	0	0.0304655573119389
2020-03-01	12.475552840992	28.8532134933607	31.6269768381052	1.10499679550929	0	19.9027997019556	0.299550973091336	0	1.19120329089681
2020-03-08	65.7921260351262	140.271007136953	154.485617632283	27.6249198877323	10.8813632171838	52.2448492176334	2.09685681163935	0	7.72301877857652
2020-03-15	137.099759642059	242.810888936435	356.411700521724	76.2447788901412	78.8898833245829	460.252243107723	35.0474638516863	138.859566219718	70.3876236135037
2020-03-22	312.93939389562	507.372661890942	566.852738713731	150.279564189264	457.017255121722	1154.36238271342	85.6715783041221	291.888475931245	308.801935469544
2020-03-29	359.033278602864	364.438281200755	717.689089787771	429.843753453115	930.356555069219	2214.18646684256	238.442574580704	847.326740810118	590.367662702215
2020-04-05	370.589580181888	605.473587768368	403.852165778881	333.709032243807	606.635999358	3213.05822688445	165.352137146418	1241.23448988238	679.448952282325
2020-04-12	229.287529056547	284.093179011551	313.83692400889	181.219474463524	533.186797642009	3904.68051652741	135.397039837284	1258.23770207255	606.867808542361
2020-04-19	242.944976377212	371.540610676044	248.150125960517	164.644522530885	397.16975742721	3877.31416693722	218.672210356675	1463.69318270377	630.959971264643
2020-04-26	226.004488835234	271.664102429796	238.41874847187	155.80454816681	293.796806863964	2564.97331158952	269.296324809111	1555.79391540052	588.877896949661
2020-05-03	225.216559182119	264.561772954507	208.008193819845	180.114477668015	225.788286756565	1951.71829577302	279.780608867308	1849.09932568094	536.717816275891
2020-05-10	204.599066592269	212.625988666458	132.590018282825	127.074631483569	225.788286756565	1217.80255676341	265.402162158924	1331.91828822995	478.878955719175
2020-05-17	135.261257118124	107.866628905948	109.477996747287	81.7697628676877	157.779766649166	899.357761532117	268.697222862928	1309.24733864306	471.664711747707
2020-05-24	273.411589631003	143.822171874598	113.12726330553	214.369378328803	184.983174692125	565.985866524362	247.429103773444	1064.11769623478	449.951909051489
2020-05-31	323.970409039234	216.621048996308	92.4480861421535	143.649583416208	100.652609758951	440.349443405767	287.568934167683	782.147760747801	443.258626110056
2020-06-07	270.12854940969	118.964018711087	128.940751724583	91.7147340272713	59.8474976945112	323.420495156778	290.564443898596	623.451113639552	447.100332887091
2020-06-14	373.741298794349	206.855345967786	127.724329538502	170.169506508431	122.415336193318	240.077521404839	350.774189489955	389.65694602472	553.848599152394
2020-06-21	405.258484918961	303.18068947639	245.717281588355	222.104355897368	133.296699410502	253.760696199934	703.94478676464	328.728769009945	788.850768589497
2020-06-28	542.226922952168	468.753745369059	310.187657450647	356.913964949502	236.669649973749	242.565371367584	997.504740394149	327.311834660765	1033.68417337116
2020-07-05	623.908963658452	396.398763839555	336.948945544428	408.848814338438	437.97486949165	355.762544672456	960.060868757732	501.594759610003	1224.24318780161
2020-07-12	823.780452332029	577.508165459419	486.568874432387	626.533183053769	636.559748205255	363.226094560689	1121.81839422705	556.855199228054	1415.83803118066
2020-07-19	744.856165411648	562.859610916636	470.755386013334	777.917744038542	372.686690188547	324.66442013815	1074.78889145171	741.056664621558	1422.83901625095
2020-07-26	725.683210519176	483.846195504048	470.755386013334	744.767840173263	285.635784451076	501.301767493006	866.001863207053	691.46396240023	1340.36875260753
2020-08-02	648.203461296173	469.64153655347	384.389410801586	630.953170235806	372.686690188547	538.619516934173	844.134642171385	634.786588432998	1144.34117063959
2020-08-09	574.663360338747	470.973223330087	333.299678986185	504.983535547747	389.008735014323	641.865290388067	633.250757115085	716.968780685484	1112.0446333332
2020-08-16	507.032731779685	516.250573735053	336.948945544428	443.103714999226	242.110331582341	687.89051469884	594.908232559393	531.3503809428	916.148053261703
2020-08-23	444.654967574725	401.281615353816	305.321968706323	292.824150809963	282.91544364678	624.450340648856	597.304640344124	554.021330529693	886.834094016155
2020-08-30	403.419982395025	308.951332175062	232.336637541465	322.659064288714	408.051120644394	506.277467418495	732.102578235225	443.50045129359	882.520171100785
2020-09-06	361.134424344505	273.883580390823	204.358927261603	260.779243740193	418.932483861578	630.669965555717	651.223815500565	361.318259041104	733.549688956866
2020-09-13	377.024339015663	265.005668546712	211.657460378088	271.829211695286	389.008735014323	676.695189866489	599.701048128855	579.526148814947	863.180635319166
2020-09-20	510.053128783293	291.19550848684	259.097925635246	403.323830360892	693.68690509547	625.694265630228	653.021121339113	443.50045129359	942.838928022693
2020-09-27	492.84999802361	427.471455293943	317.486190567132	413.268801520476	897.712465417668	863.283937072323	599.401497155764	365.569062088646	929.449315584096
2020-10-04	555.621727055127	467.422058592443	423.314920756177	532.608455435479	674.644519465399	778.697038339012	627.259737653258	630.535785385456	1037.97372384068
2020-10-11	598.301249932205	473.63659688332	605.778248668322	587.858295210944	1422.73824064679	936.675510973284	592.811375747754	589.444689259213	1190.85293698773
2020-10-18	649.779320602404	561.971819732224	650.785869553318	721.562907467568	1569.63664407877	1363.34177958396	747.679228835975	527.099577895257	1478.12181654919
2020-10-25	752.735461942801	736.422787469005	649.569447367237	690.622997193308	1528.83153201433	1872.1070969652	786.321304364757	793.483235541248	1727.75659316322
2020-11-01	1233.50387195198	1311.26757937519	1306.43742785096	1167.98161285332	1931.44197105013	1875.83887190931	944.783769130074	885.583968238	2470.59218398876
2020-11-08	1727.27312123755	1603.79477463865	1527.8262657177	1676.2801387876	2725.78148590455	2739.12280898164	1298.85301932403	1307.83040429388	3163.36677103933
2020-11-15	1904.42597157964	1795.11377487924	1526.60984353161	1752.52491767774	3158.31567378761	2516.46023731601	2240.3417277501	1625.22369851038	3686.45429697386
2020-11-22	2532.79986993908	2419.67487311244	2218.75406741168	2354.7481712303	3389.54464215277	2403.26306401114	2943.68741256856	1908.61056834654	3536.7282690086
2020-11-29	2065.68890725057	1608.67762615291	1734.61803735146	1983.46924793918	2649.61194338427	4389.81125926258	3367.5520394928	2216.08532211877	4193.45905520342
2020-12-06	3279.88850270122	2874.66785512313	3055.65253143539	3307.25540895931	2796.51034681625	4902.30835158793	4622.37106577241	2509.3907323992	4626.34720560449
2020-12-13	1807.77326746417	1489.26971184962	1558.23682036972	1555.83548807708	2494.5525175394	5218.26529685648	5713.93481171724	2407.37145925818	4688.13440238883
2020-12-20	1847.30107172878	1291.73617331815	1757.730058887	1881.80954275233	1335.68733490932	4331.34678513808	6186.92579822846	1938.36618967933	4068.3095923217
2020-12-27	1305.07414877661	837.63098249187	1373.34064808541	1156.93164489823	1713.81470670646	4866.23452712814	6903.75127683602	2549.06489417626	4467.9841921413
2021-01-03	3265.57444733629	2760.58668792631	2704.10651965799	3181.28577427125	2236.12014113128	6128.81838322094	7595.71402467701	2760.1881122042	5255.4579175403
2021-01-10	1891.16248908553	1533.21537547796	1524.17699915945	1951.42434086941	1719.25538831505	5429.73254368976	6634.754503	2947.22344629606	4772.90786216503
2021-01-17	1868.04988592748	1411.58798321364	1284.5418285015	1984.57424473469	1414.5772182339	4178.3440124293	4901.25302172044	2182.07889773843	3729.19138077105
2021-01-24	1496.93501931019	1143.9189411137	996.249770400312	1867.44458441071	2154.5099170024	3772.82446850195	3552.07543891706	2245.84094345157	3225.80593075015
2021-01-31	1121.88050442731	749.739655235171	894.070306769511	1234.28142058388	1678.45027625061	2654.53591024832	2705.54438896095	1721.57523425467	2584.46634410933
2021-02-07	1037.57203154398	817.65568084262	712.823401043447	1434.28584057106	1488.02641994989	2235.33319152589	1986.02295159556	1302.16266689715	2018.36449780607
2021-02-14	752.866783551653	574.40089631398	778.510199091819	920.462330659241	1060.93291367543	1778.81272336228	1506.14229270324	1072.61930232987	1439.84184378674
2021-02-21	781.757537499214	523.352903210342	611.860359598727	1093.9468275542	1101.73802573986	1796.22767310149	1134.69908606998	1310.66427299224	1470.32263387733
2021-02-28	628.505219968291	444.339487797754	435.479142616986	881.787442816416	726.330994747022	1686.76227474073	870.495127803423	1126.46280759874	1295.58742991471
2021-03-07	637.303767761412	541.108726898564	385.605832987667	912.727353090676	843.305649331748	1536.2473519947	780.330284902931	1642.22691070055	1154.58064445213
2021-03-14	704.671753102768	617.902664350124	456.158319780363	1063.00691727994	1069.09393608831	1665.61555005741	705.742092603188	1052.78222144133	1179.32172354516
2021-03-21	820.891376937273	892.230140333153	616.72604834305	1232.07142699286	2121.86582735085	2127.1117181465	571.842807631361	1241.23448988238	1318.0100800963
2021-03-28	955.889990837691	985.004319104112	875.823973978297	1442.02081813963	2733.94250831744	2527.65556214836	679.980708917333	1248.31916162828	1393.32703088287
2021-04-04	1037.57203154398	1010.75026345203	964.622793562207	1448.65079891268	3555.48543121482	2297.5294405945	586.520805312836	1176.05550982006	1461.78923127426
2021-04-11	1213.93695223295	1187.86460474205	1166.54887645165	1546.99551371301	3786.71439957998	1824.83794767305	599.401497155764	1157.63536328071	1451.10191376923
2021-04-18	1265.28370129429	1217.60560941982	1089.91427872855	1945.89935689186	2157.2302578067	1319.80440523593	197.104540294099	906.837983475712	1271.51963963828
2021-04-25	1254.25268615068	1242.01986699112	1168.98172082381	1751.41992088223	1409.13653662531	1090.92220866344	376.835124148901	677.294618908422	1063.83898199852
2021-05-02	1223.12946485263	1160.3430780253	1131.2726330553	1842.02965811399	1052.77189126254	823.478337668412	461.608049533749	661.708341067433	898.484123132241
2021-05-09	1130.54773061158	969.467973376918	953.674993887479	1982.36425114367	720.89031313843	605.791465928273	409.486180215856	518.597971800173	723.584405160131
2021-05-16	647.284210034205	431.910411215999	551.039250294678	701.672965148401	481.500322360385	450.300843256745	217.174455491219	279.136066788617	552.907213431455
2021-05-23	1081.17080568302	625.448889417618	744.450377881552	1901.69948507149	261.152717212412	293.566295603845	181.52788969335	242.295773709917	448.538307192215
2021-05-30	564.02631002169	306.731854214034	425.747765128339	689.518000397799	81.6102241288789	162.954172559761	180.030134827893	240.878839360736	313.259046504281
