width	place	age	end.date	sign	slope	pval
7	state	all	NA	-1	-3.03571428572357	0.660642155239955
14	state	all	NA	1	0.00439560439504956	0.998016759509375
21	state	all	NA	-1	-0.364935064935047	0.727420965516907
28	state	all	NA	-1	-0.157088122604553	0.809255685603235
35	state	all	NA	-1	-0.313165266106452	0.557351077880213
42	state	all	NA	1	0.165788833968121	0.663937476367851
7	King	all	NA	-1	-0.500000000001528	0.660642155239955
14	King	all	NA	-1	-0.02417582417594	0.936236896440617
21	King	all	NA	-1	-0.131168831168826	0.541552099268547
28	King	all	NA	-1	-0.120142309797168	0.44513978717695
35	King	all	NA	-1	-0.0778711484593858	0.493374109279257
42	King	all	NA	1	0.00542905761287458	0.945690551839459
7	Snohomish	all	NA	-1	-0.428571428572739	0.660642155239955
14	Snohomish	all	NA	1	0.0329670329669865	0.889794311840031
21	Snohomish	all	NA	-1	-0.0480519480519457	0.738079121217246
28	Snohomish	all	NA	-1	-0.00684181718656189	0.935978454469064
35	Snohomish	all	NA	-1	-0.0218487394957992	0.735060606914151
42	Snohomish	all	NA	1	0.024228182481163	0.596546748084666
7	Pierce	all	NA	-1	-0.464285714287134	0.660642155239955
14	Pierce	all	NA	1	0.0835164835164802	0.734588820640822
21	Pierce	all	NA	1	0.0454545454545456	0.686877357396392
28	Pierce	all	NA	1	0.0530925013683278	0.398318998376966
35	Pierce	all	NA	1	0.00252100840336099	0.960046633615355
42	Pierce	all	NA	1	0.0428652459281827	0.270202807800184
7	Ann Arbor	all	NA	-1	-0.142857142857492	0.363217467648317
14	Ann Arbor	all	NA	-1	-0.0593406593407261	0.355603929075996
21	Ann Arbor	all	NA	-1	-0.0415584415584403	0.315903879689841
28	Ann Arbor	all	NA	-1	-0.0207991242473456	0.430662858018894
35	Ann Arbor	all	NA	-1	-0.00336134453781533	0.844661231106219
42	Ann Arbor	all	NA	-1	-0.000891337817024505	0.942818029966074
7	Boston	all	NA	-1	-3.05633767090944e-13	0.999999999999576
14	Boston	all	NA	-1	-5.91727234020296e-14	0.999999999999736
21	Boston	all	NA	1	9.84237650594656e-16	0.999999999999992
28	Boston	all	NA	-1	-0.0229885057470294	0.74401459440658
35	Boston	all	NA	-1	-0.00392156862745148	0.934314849837551
42	Boston	all	NA	1	0.00226885989792109	0.947901724188273
7	San Diego	all	NA	-1	-9.16796395057725e-13	0.999999999999576
14	San Diego	all	NA	1	0.0923076923076112	0.843491341732366
21	San Diego	all	NA	1	0.0272727272727293	0.911131006172398
28	San Diego	all	NA	-1	-0.022988505746939	0.892494807912651
35	San Diego	all	NA	1	0.0058823529411755	0.959327063650893
42	San Diego	all	NA	1	0.0363017583664394	0.653884430142087
7	DC	all	NA	0	0	NA
14	DC	all	NA	0	0	NA
21	DC	all	NA	-1	-0.0363636363636355	0.257892141115983
28	DC	all	NA	-1	-0.0076628352490229	0.673127941384476
35	DC	all	NA	-1	-4.69177853703199e-17	0.999999999999997
42	DC	all	NA	-1	-0.00907543959159356	0.415036879548864
7	USA	all	NA	-1	-111.678571428929	0.319008687535578
14	USA	all	NA	-1	-7.73846153848219	0.811182266525093
21	USA	all	NA	-1	-2.47662337662319	0.876093859674763
28	USA	all	NA	-1	-2.47263273123898	0.798099117967975
35	USA	all	NA	-1	-2.05070028011215	0.762865774913239
42	USA	all	NA	1	0.315857710074064	0.94835726518088
