width	place	age	end.date	sign	slope	pval
4	state	all	NA	1	56.9857142857143	0.060013821170004
6	state	all	NA	1	60.2367346938733	0.00061219915790328
8	state	all	NA	1	71.8877551020383	0.000157875702715982
10	state	all	NA	1	37.6199134199133	0.0234913738505469
12	state	all	NA	1	0.024475524481731	0.998873413990738
4	King	all	NA	1	10.9142857142857	0.0312490729104327
6	King	all	NA	1	19.1346938775496	0.00565465785350231
8	King	all	NA	1	19.8792517006794	0.000195433872594484
10	King	all	NA	1	8.04242424242421	0.116357465613969
12	King	all	NA	-1	-4.54045954045794	0.441315534370875
4	Snohomish	all	NA	1	3.62857142857143	0.0705381644759324
6	Snohomish	all	NA	1	6.23673469387702	0.0169103696767197
8	Snohomish	all	NA	1	8.06462585033986	0.000635388361515229
10	Snohomish	all	NA	1	4.59826839826839	0.0199620833480033
12	Snohomish	all	NA	1	0.263236763237408	0.894474680657735
4	Pierce	all	NA	1	8.67142857142857	0.051394580125549
6	Pierce	all	NA	1	2.51020408163333	0.771704474395253
8	Pierce	all	NA	1	6.20238095238104	0.24453718215454
10	Pierce	all	NA	1	5.31688311688311	0.113055178853099
12	Pierce	all	NA	1	2.65884115884209	0.291590854392057
4	Ann Arbor	all	NA	1	4.91428571428571	0.368695744792469
6	Ann Arbor	all	NA	-1	-1.58775510204061	0.661852747672298
8	Ann Arbor	all	NA	-1	-0.244897959183631	0.898510991795059
10	Ann Arbor	all	NA	1	0.00173160173160068	0.998828024185564
12	Ann Arbor	all	NA	-1	-0.81368631368629	0.351561406176662
4	Boston	all	NA	1	25.3142857142857	0.0170168086351986
6	Boston	all	NA	1	14.1183673469371	0.0487641784082397
8	Boston	all	NA	-1	-2.31802721088572	0.788403877030059
10	Boston	all	NA	-1	-1.34632034632034	0.79907846708338
12	Boston	all	NA	-1	-3.69080919080932	0.327688478812326
4	San Diego	all	NA	1	143.6	0.161715161408381
6	San Diego	all	NA	1	122.975510204071	0.0113121578788002
8	San Diego	all	NA	1	95.2091836734626	0.00163382785325574
10	San Diego	all	NA	1	71.4017316017315	0.000908384341663589
12	San Diego	all	NA	1	45.3281718281786	0.00782333881227841
4	DC	all	NA	1	2.71428571428571	0.819082076323177
6	DC	all	NA	1	3.80816326530557	0.461557186315274
8	DC	all	NA	1	0.889455782312539	0.777979174886807
10	DC	all	NA	1	2.86060606060605	0.311038645735187
12	DC	all	NA	1	2.20879120879188	0.298578262657166
4	USA	all	NA	1	9933.17142857143	0.0682101854876962
6	USA	all	NA	1	6766.91836734642	0.00967158640650033
8	USA	all	NA	1	4632.73469387722	0.00484598090256198
10	USA	all	NA	1	3491.10303030302	0.00201934842793145
12	USA	all	NA	1	2086.26673326714	0.0185873300050883
